"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia MANU",,,,,
"Viviendas particulares (001)",317,108,75,94,40
"Ocupantes presentes (002)",1221,389,288,375,169
"Casa independiente",,,,,
"Viviendas particulares (004)",299,98,68,93,40
"Ocupantes presentes (005)",1179,369,270,371,169
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",2,,2,,
"Ocupantes presentes (011)",6,,6,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",6,3,2,1,
"Ocupantes presentes (014)",16,6,6,4,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (019)",7,4,3,,
"Ocupantes presentes (020)",15,9,6,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",3,3,,,
"Ocupantes presentes (023)",5,5,,,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",311,102,75,94,40
"Ocupantes presentes (029)",1194,362,288,375,169
"Casa independiente",,,,,
"Viviendas particulares (031)",293,92,68,93,40
"Ocupantes presentes (032)",1152,342,270,371,169
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",2,,2,,
"Ocupantes presentes (038)",6,,6,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",6,3,2,1,
"Ocupantes presentes (041)",16,6,6,4,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (046)",7,4,3,,
"Ocupantes presentes (047)",15,9,6,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",3,3,,,
"Ocupantes presentes (050)",5,5,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",6,6,,,
"Ocupantes presentes (056)",27,27,,,
"Casa independiente",,,,,
"Viviendas particulares (058)",6,6,,,
"Ocupantes presentes (059)",27,27,,,
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
