"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ACOMAYO (000)",7198,44,150,398,714,1211,2665,2016
"De 12 a 14 años (001)",15,,,,,,1,14
"De 15 a 19 años (002)",146,,,,,,84,62
"De 20 a 24 años (003)",653,,,,,,391,262
"De 25 a 29 años (004)",772,,,,,18,548,206
"De 30 a 34 años (005)",822,,,,,88,570,164
"De 35 a 39 años (006)",857,,,,1,187,533,136
"De 40 a 44 años (007)",743,,,,26,250,333,134
"De 45 a 49 años (008)",591,,,1,61,250,169,110
"De 50 y más años (009)",2599,44,150,397,626,418,36,928
"PEA (010)",2266,3,28,99,220,421,841,654
"De 15 a 19 años (012)",49,,,,,,34,15
"De 20 a 24 años (013)",206,,,,,,113,93
"De 25 a 29 años (014)",246,,,,,7,160,79
"De 30 a 34 años (015)",280,,,,,36,172,72
"De 35 a 39 años (016)",319,,,,1,78,178,62
"De 40 a 44 años (017)",266,,,,14,88,111,53
"De 45 a 49 años (018)",215,,,,31,84,57,43
"De 50 y más años (019)",685,3,28,99,174,128,16,237
"Ocupada (020)",2224,3,28,99,219,412,820,643
"De 15 a 19 años (022)",46,,,,,,31,15
"De 20 a 24 años (023)",196,,,,,,110,86
"De 25 a 29 años (024)",241,,,,,6,156,79
"De 30 a 34 años (025)",272,,,,,36,165,71
"De 35 a 39 años (026)",315,,,,1,75,177,62
"De 40 a 44 años (027)",262,,,,14,86,109,53
"De 45 a 49 años (028)",212,,,,31,82,57,42
"De 50 y más años (029)",680,3,28,99,173,127,15,235
"Desocupada (030)",42,,,,1,9,21,11
"De 15 a 19 años (032)",3,,,,,,3,
"De 20 a 24 años (033)",10,,,,,,3,7
"De 25 a 29 años (034)",5,,,,,1,4,
"De 30 a 34 años (035)",8,,,,,,7,1
"De 35 a 39 años (036)",4,,,,,3,1,
"De 40 a 44 años (037)",4,,,,,2,2,
"De 45 a 49 años (038)",3,,,,,2,,1
"De 50 y más años (039)",5,,,,1,1,1,2
"No PEA (040)",4932,41,122,299,494,790,1824,1362
"De 12 a 14 años (041)",15,,,,,,1,14
"De 15 a 19 años (042)",97,,,,,,50,47
"De 20 a 24 años (043)",447,,,,,,278,169
"De 25 a 29 años (044)",526,,,,,11,388,127
"De 30 a 34 años (045)",542,,,,,52,398,92
"De 35 a 39 años (046)",538,,,,,109,355,74
"De 40 a 44 años (047)",477,,,,12,162,222,81
"De 45 a 49 años (048)",376,,,1,30,166,112,67
"De 50 y más años (049)",1914,41,122,298,452,290,20,691
,,,,,,,,
"URBANA (060)",3930,25,104,221,395,675,1334,1176
