"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia JUNIN (000)",9221,1670,1372,4936,312,846,85
"Conviviente (001)",2647,448,466,1468,91,159,15
"Separado(a) (002)",360,60,44,210,21,12,13
"Casado(a) (003)",3153,561,418,1863,102,196,13
"Viudo(a) (004)",615,32,80,439,33,26,5
"Divorciado(a) (005)",38,8,7,19,3,1,
"Soltero(a) (006)",2408,561,357,937,62,452,39
"Hombres (008)",6215,954,1157,3458,204,441,1
"Conviviente (009)",2011,303,413,1169,70,55,1
"Separado(a) (010)",117,17,29,56,9,6,
"Casado(a) (011)",2374,378,377,1494,80,45,
"Viudo(a) (012)",250,11,51,167,15,6,
"Divorciado(a) (013)",17,3,5,8,,1,
"Soltero(a) (014)",1446,242,282,564,30,328,
"Mujeres (016)",3006,716,215,1478,108,405,84
"Conviviente (017)",636,145,53,299,21,104,14
"Separado(a) (018)",243,43,15,154,12,6,13
"Casado(a) (019)",779,183,41,369,22,151,13
"Viudo(a) (020)",365,21,29,272,18,20,5
"Divorciado(a) (021)",21,5,2,11,3,,
"Soltero(a) (022)",962,319,75,373,32,124,39
,,,,,,,
"URBANA (024)",5926,1528,881,2934,148,357,78
"Conviviente (025)",1769,422,328,877,47,83,12
"Separado(a) (026)",264,51,27,160,7,6,13
"Casado(a) (027)",1984,511,263,1032,57,110,11
"Viudo(a) (028)",306,29,44,206,8,14,5
"Divorciado(a) (029)",27,7,5,14,1,,
"Soltero(a) (030)",1576,508,214,645,28,144,37
"Hombres (032)",3696,866,753,1834,95,147,1
"Conviviente (033)",1263,285,291,624,33,29,1
"Separado(a) (034)",68,12,17,34,2,3,
"Casado(a) (035)",1383,339,240,736,44,24,
"Viudo(a) (036)",99,11,25,56,3,4,
"Divorciado(a) (037)",11,3,4,4,,,
"Soltero(a) (038)",872,216,176,380,13,87,
"Mujeres (040)",2230,662,128,1100,53,210,77
"Conviviente (041)",506,137,37,253,14,54,11
"Separado(a) (042)",196,39,10,126,5,3,13
"Casado(a) (043)",601,172,23,296,13,86,11
"Viudo(a) (044)",207,18,19,150,5,10,5
"Divorciado(a) (045)",16,4,1,10,1,,
"Soltero(a) (046)",704,292,38,265,15,57,37
,,,,,,,
"RURAL (048)",3295,142,491,2002,164,489,7
"Conviviente (049)",878,26,138,591,44,76,3
"Separado(a) (050)",96,9,17,50,14,6,
"Casado(a) (051)",1169,50,155,831,45,86,2
"Viudo(a) (052)",309,3,36,233,25,12,
"Divorciado(a) (053)",11,1,2,5,2,1,
"Soltero(a) (054)",832,53,143,292,34,308,2
"Hombres (056)",2519,88,404,1624,109,294,
"Conviviente (057)",748,18,122,545,37,26,
"Separado(a) (058)",49,5,12,22,7,3,
"Casado(a) (059)",991,39,137,758,36,21,
"Viudo(a) (060)",151,,26,111,12,2,
"Divorciado(a) (061)",6,,1,4,,1,
"Soltero(a) (062)",574,26,106,184,17,241,
"Mujeres (064)",776,54,87,378,55,195,7
"Conviviente (065)",130,8,16,46,7,50,3
"Separado(a) (066)",47,4,5,28,7,3,
"Casado(a) (067)",178,11,18,73,9,65,2
"Viudo(a) (068)",158,3,10,122,13,10,
"Divorciado(a) (069)",5,1,1,1,2,,
"Soltero(a) (070)",258,27,37,108,17,67,2
