"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SECHURA (000)",19357,2767,5058,8836,736,1525,435
"Conviviente (001)",5473,608,1678,2693,199,244,51
"Separado(a) (002)",603,105,136,282,25,18,37
"Casado(a) (003)",6648,876,1451,3594,368,310,49
"Viudo(a) (004)",360,29,61,242,13,12,3
"Divorciado(a) (005)",34,8,4,19,2,1,
"Soltero(a) (006)",6239,1141,1728,2006,129,940,295
"Hombres (008)",14107,1418,4325,6619,637,1095,13
"Conviviente (009)",4302,343,1478,2145,175,158,3
"Separado(a) (010)",204,26,58,101,11,8,
"Casado(a) (011)",5025,544,1302,2688,328,161,2
"Viudo(a) (012)",200,19,45,121,9,6,
"Divorciado(a) (013)",21,4,3,11,2,1,
"Soltero(a) (014)",4355,482,1439,1553,112,761,8
"Mujeres (016)",5250,1349,733,2217,99,430,422
"Conviviente (017)",1171,265,200,548,24,86,48
"Separado(a) (018)",399,79,78,181,14,10,37
"Casado(a) (019)",1623,332,149,906,40,149,47
"Viudo(a) (020)",160,10,16,121,4,6,3
"Divorciado(a) (021)",13,4,1,8,,,
"Soltero(a) (022)",1884,659,289,453,17,179,287
,,,,,,,
"URBANA (024)",17963,2691,4789,8151,691,1221,420
"Conviviente (025)",5084,587,1589,2462,194,201,51
"Separado(a) (026)",558,103,134,250,24,12,35
"Casado(a) (027)",6247,863,1386,3338,339,272,49
"Viudo(a) (028)",329,28,58,218,13,9,3
"Divorciado(a) (029)",31,8,4,16,2,1,
"Soltero(a) (030)",5714,1102,1618,1867,119,726,282
"Hombres (032)",12961,1371,4076,6054,595,852,13
"Conviviente (033)",3948,327,1394,1934,170,120,3
"Separado(a) (034)",193,26,57,92,10,8,
"Casado(a) (035)",4682,534,1246,2468,301,131,2
"Viudo(a) (036)",178,18,43,103,9,5,
"Divorciado(a) (037)",19,4,3,9,2,1,
"Soltero(a) (038)",3941,462,1333,1448,103,587,8
"Mujeres (040)",5002,1320,713,2097,96,369,407
"Conviviente (041)",1136,260,195,528,24,81,48
"Separado(a) (042)",365,77,77,158,14,4,35
"Casado(a) (043)",1565,329,140,870,38,141,47
"Viudo(a) (044)",151,10,15,115,4,4,3
"Divorciado(a) (045)",12,4,1,7,,,
"Soltero(a) (046)",1773,640,285,419,16,139,274
,,,,,,,
"RURAL (048)",1394,76,269,685,45,304,15
"Conviviente (049)",389,21,89,231,5,43,
"Separado(a) (050)",45,2,2,32,1,6,2
"Casado(a) (051)",401,13,65,256,29,38,
"Viudo(a) (052)",31,1,3,24,,3,
"Divorciado(a) (053)",3,,,3,,,
"Soltero(a) (054)",525,39,110,139,10,214,13
"Hombres (056)",1146,47,249,565,42,243,
"Conviviente (057)",354,16,84,211,5,38,
"Separado(a) (058)",11,,1,9,1,,
"Casado(a) (059)",343,10,56,220,27,30,
"Viudo(a) (060)",22,1,2,18,,1,
"Divorciado(a) (061)",2,,,2,,,
"Soltero(a) (062)",414,20,106,105,9,174,
"Mujeres (064)",248,29,20,120,3,61,15
"Conviviente (065)",35,5,5,20,,5,
"Separado(a) (066)",34,2,1,23,,6,2
"Casado(a) (067)",58,3,9,36,2,8,
"Viudo(a) (068)",9,,1,6,,2,
"Divorciado(a) (069)",1,,,1,,,
"Soltero(a) (070)",111,19,4,34,1,40,13
