"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia CHURCAMPA",,,,,,
"Viviendas particulares (001)",11054,10966,69,17,2,
"Ocupantes presentes (002)",43771,43045,509,183,34,
"Casa independiente",,,,,,
"Viviendas particulares (004)",10634,10551,65,16,2,
"Ocupantes presentes (005)",42340,41651,483,172,34,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",5,5,,,,
"Ocupantes presentes (008)",17,17,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",15,14,1,,,
"Ocupantes presentes (011)",55,46,9,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",166,164,1,1,,
"Ocupantes presentes (014)",443,425,7,11,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",224,222,2,,,
"Ocupantes presentes (017)",894,884,10,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",8,8,,,,
"Ocupantes presentes (023)",17,17,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",2,2,,,,
"Ocupantes presentes (026)",5,5,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",2476,2412,50,13,1,
"Ocupantes presentes (029)",9051,8511,374,147,19,
"Casa independiente",,,,,,
"Viviendas particulares (031)",2286,2225,48,12,1,
"Ocupantes presentes (032)",8527,8014,358,136,19,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",5,5,,,,
"Ocupantes presentes (035)",17,17,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",15,14,1,,,
"Ocupantes presentes (038)",55,46,9,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",166,164,1,1,,
"Ocupantes presentes (041)",443,425,7,11,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",4,4,,,,
"Ocupantes presentes (050)",9,9,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",8578,8554,19,4,1,
"Ocupantes presentes (056)",34720,34534,135,36,15,
"Casa independiente",,,,,,
"Viviendas particulares (058)",8348,8326,17,4,1,
"Ocupantes presentes (059)",33813,33637,125,36,15,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",224,222,2,,,
"Ocupantes presentes (071)",894,884,10,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",4,4,,,,
"Ocupantes presentes (077)",8,8,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",2,2,,,,
"Ocupantes presentes (080)",5,5,,,,
