"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia DOS DE MAYO (000)",43428,7846,1231,21772,9414,933,1418,274,540
"Jefe o Jefa (001)",10707,1648,14,5640,2137,239,648,85,296
"Esposa(o)/ compa¤era(o) (002)",6540,1628,13,3430,980,96,298,24,71
"Hijo(a)/ hijastro(a) (003)",20237,3265,977,10027,4983,443,338,129,75
"Yerno/ nuera (004)",356,23,,130,139,17,32,2,13
"Nieto(a) (005)",2059,489,164,1048,323,19,9,6,1
"Padres/ suegros (006)",490,256,,210,17,,4,,3
"Otro(a) pariente (007)",2391,432,52,1070,653,86,57,15,26
"Trabajador(a) del hogar (008)",54,6,,22,24,1,,1,
"Pensionista (009)",14,,,,9,3,,1,1
"Otro(a) no pariente (010)",580,99,11,195,149,29,32,11,54
"Hombres (012)",21461,2859,616,10899,5385,499,691,178,334
"Jefe o Jefa (013)",7602,664,9,4314,1689,173,463,65,225
"Esposa(o)/ compa¤era(o) (014)",404,27,2,201,117,9,28,8,12
"Hijo(a)/ hijastro(a) (015)",10477,1630,494,5033,2816,233,136,86,49
"Yerno/ nuera (016)",136,1,,47,57,9,16,1,5
"Nieto(a) (017)",1033,249,80,507,181,13,2,1,
"Padres/ suegros (018)",153,36,,103,9,,4,,1
"Otro(a) pariente (019)",1290,201,26,562,401,48,28,9,15
"Trabajador(a) del hogar (020)",23,1,,9,13,,,,
"Pensionista (021)",7,,,,4,3,,,
"Otro(a) no pariente (022)",336,50,5,123,98,11,14,8,27
"Mujeres (024)",21967,4987,615,10873,4029,434,727,96,206
"Jefe o Jefa (025)",3105,984,5,1326,448,66,185,20,71
"Esposa(o)/ compa¤era(o) (026)",6136,1601,11,3229,863,87,270,16,59
"Hijo(a)/ hijastro(a) (027)",9760,1635,483,4994,2167,210,202,43,26
"Yerno/ nuera (028)",220,22,,83,82,8,16,1,8
"Nieto(a) (029)",1026,240,84,541,142,6,7,5,1
"Padres/ suegros (030)",337,220,,107,8,,,,2
"Otro(a) pariente (031)",1101,231,26,508,252,38,29,6,11
"Trabajador(a) del hogar (032)",31,5,,13,11,1,,1,
"Pensionista (033)",7,,,,5,,,1,1
"Otro(a) no pariente (034)",244,49,6,72,51,18,18,3,27
,,,,,,,,,
"URBANA (036)",15144,1898,435,6070,4226,652,1212,210,441
"Jefe o Jefa (037)",4027,362,3,1536,1077,190,553,69,237
"Esposa(o)/ compa¤era(o) (038)",2189,285,1,946,519,76,279,20,63
"Hijo(a)/ hijastro(a) (039)",6378,813,332,2646,1917,259,264,94,53
"Yerno/ nuera (040)",143,4,,34,53,11,30,1,10
"Nieto(a) (041)",727,166,66,324,142,16,8,4,1
"Padres/ suegros (042)",205,86,,100,13,,3,,3
"Otro(a) pariente (043)",1096,140,25,402,377,70,48,11,23
"Trabajador(a) del hogar (044)",36,4,,12,19,1,,,
"Pensionista (045)",14,,,,9,3,,1,1
"Otro(a) no pariente (046)",329,38,8,70,100,26,27,10,50
"Hombres (048)",7383,713,214,2881,2284,335,563,130,263
