"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia HUANCA SANCOS (000)",9923,496,2503,1643,1322,1311,951,742,955
"Quechua (001)",8017,305,1691,1238,1098,1163,882,715,925
"Aymara (002)",29,2,2,,3,8,11,1,2
"Ashaninca (003)",1,,,,1,,,,
"Castellano (005)",1858,188,805,401,216,137,58,26,27
"Es sordomudo/a (007)",18,1,5,4,4,3,,,1
"Hombres (009)",4801,233,1282,866,634,614,444,343,385
"Quechua (010)",3808,148,870,646,515,530,402,329,368
"Aymara (011)",13,,,,2,4,5,,2
"Ashaninca (012)",1,,,,1,,,,
"Castellano (014)",971,84,410,217,115,79,37,14,15
"Es sordomudo/a (016)",8,1,2,3,1,1,,,
"Mujeres (018)",5122,263,1221,777,688,697,507,399,570
"Quechua (019)",4209,157,821,592,583,633,480,386,557
"Aymara (020)",16,2,2,,1,4,6,1,
"Castellano (023)",887,104,395,184,101,58,21,12,12
"Es sordomudo/a (025)",10,,3,1,3,2,,,1
,,,,,,,,,
"URBANA (027)",6708,318,1777,1097,884,892,650,445,645
"Quechua (028)",4953,152,1004,725,687,761,590,418,616
"Aymara (029)",22,1,1,,2,8,8,1,1
"Ashaninca (030)",1,,,,1,,,,
"Castellano (032)",1718,164,769,368,190,122,52,26,27
"Es sordomudo/a (034)",14,1,3,4,4,1,,,1
"Hombres (036)",3249,151,923,587,418,419,298,199,254
"Quechua (037)",2338,75,526,387,317,346,264,185,238
"Aymara (038)",9,,,,1,4,3,,1
"Ashaninca (039)",1,,,,1,,,,
"Castellano (041)",893,75,395,197,98,68,31,14,15
"Es sordomudo/a (043)",8,1,2,3,1,1,,,
"Mujeres (045)",3459,167,854,510,466,473,352,246,391
"Quechua (046)",2615,77,478,338,370,415,326,233,378
"Aymara (047)",13,1,1,,1,4,5,1,
"Castellano (050)",825,89,374,171,92,54,21,12,12
"Es sordomudo/a (052)",6,,1,1,3,,,,1
,,,,,,,,,
"RURAL (054)",3215,178,726,546,438,419,301,297,310
"Quechua (055)",3064,153,687,513,411,402,292,297,309
"Aymara (056)",7,1,1,,1,,3,,1
"Castellano (059)",140,24,36,33,26,15,6,,
"Es sordomudo/a (061)",4,,2,,,2,,,
"Hombres (063)",1552,82,359,279,216,195,146,144,131
"Quechua (064)",1470,73,344,259,198,184,138,144,130
"Aymara (065)",4,,,,1,,2,,1
"Castellano (068)",78,9,15,20,17,11,6,,
"Mujeres (072)",1663,96,367,267,222,224,155,153,179
"Quechua (073)",1594,80,343,254,213,218,154,153,179
"Aymara (074)",3,1,1,,,,1,,
"Castellano (077)",62,15,21,13,9,4,,,
"Es sordomudo/a (079)",4,,2,,,2,,,
