"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SANCHEZ CARRION (000)",32083,30735,132,5545,5042,4602,7237,5025,2459,693,1348,121834
"De 12 a 14 años (001)",52,31,2,23,6,,,,,,21,35
"De 15 a 19 años (002)",1125,1033,23,883,114,8,5,,,,92,1155
"De 20 a 24 años (003)",3900,3453,24,1870,1089,374,90,6,,,447,5581
"De 25 a 29 años (004)",4148,3821,13,1011,1242,923,579,53,,,327,9076
"De 30 a 34 años (005)",4052,3925,8,544,832,933,1261,317,28,2,127,12783
"De 35 a 39 años (006)",3908,3832,3,331,532,697,1330,712,203,24,76,15859
"De 40 a 44 años (007)",3200,3147,9,180,324,465,971,780,349,69,53,15227
"De 45 a 49 años (008)",2554,2514,5,133,214,320,656,662,395,129,40,13416
"De 50 y más años (009)",9144,8979,45,570,689,882,2345,2495,1484,469,165,48702
"PEA (010)",5497,5091,31,1162,1080,831,1061,588,267,71,406,17263
"De 12 a 14 años (011)",5,3,,3,,,,,,,2,3
"De 15 a 19 años (012)",119,112,2,97,11,1,1,,,,7,126
"De 20 a 24 años (013)",587,434,6,282,115,27,3,1,,,153,611
"De 25 a 29 años (014)",765,636,5,261,210,107,50,3,,,129,1234
"De 30 a 34 años (015)",768,726,,179,214,156,149,26,2,,42,1902
"De 35 a 39 años (016)",834,806,1,137,189,162,221,73,22,1,28,2634
"De 40 a 44 años (017)",701,684,5,59,142,142,202,85,45,4,17,2610
"De 45 a 49 años (018)",512,500,,37,81,98,130,94,42,18,12,2210
"De 50 y más años (019)",1206,1190,12,107,118,138,305,306,156,48,16,5933
"Ocupada (020)",5344,4976,30,1121,1050,821,1043,578,264,69,368,16933
"De 12 a 14 años (021)",5,3,,3,,,,,,,2,3
