"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia FERREÑAFE",,,
"Viviendas particulares (001)",21689,11744,9945
"Ocupantes presentes (002)",95816,51910,43906
"Casa independiente",,,
"Viviendas particulares (004)",21129,11593,9536
"Ocupantes presentes (005)",93879,51386,42493
"Departamento en edificio",,,
"Viviendas particulares (007)",57,57,
"Ocupantes presentes (008)",190,190,
"Vivienda en quinta",,,
"Viviendas particulares (010)",45,45,
"Ocupantes presentes (011)",152,152,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",69,27,42
"Ocupantes presentes (014)",241,114,127
"Choza o cabaña",,,
"Viviendas particulares (016)",127,6,121
"Ocupantes presentes (017)",572,26,546
"Vivienda improvisada",,,
"Viviendas particulares (019)",253,8,245
"Ocupantes presentes (020)",770,34,736
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",9,8,1
"Ocupantes presentes (023)",12,8,4
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",11947,9769,2178
"Ocupantes presentes (029)",51338,43498,7840
"Casa independiente",,,
"Viviendas particulares (031)",11517,9626,1891
"Ocupantes presentes (032)",49979,43002,6977
"Departamento en edificio",,,
"Viviendas particulares (034)",57,57,
"Ocupantes presentes (035)",190,190,
"Vivienda en quinta",,,
"Viviendas particulares (037)",45,45,
"Ocupantes presentes (038)",152,152,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",69,27,42
"Ocupantes presentes (041)",241,114,127
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",253,8,245
"Ocupantes presentes (047)",770,34,736
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",6,6,
"Ocupantes presentes (050)",6,6,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",9742,1975,7767
"Ocupantes presentes (056)",44478,8412,36066
"Casa independiente",,,
"Viviendas particulares (058)",9612,1967,7645
"Ocupantes presentes (059)",43900,8384,35516
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",127,6,121
"Ocupantes presentes (071)",572,26,546
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",3,2,1
"Ocupantes presentes (077)",6,2,4
"Otro tipo",,,
