"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia RIOJA (000)",104882,23381,9901,2943,68774
"Menos de 1 año (001)",2298,1344,273,84,599
"De 1 a 14 años (002)",37055,17154,4036,1150,14752
"De 15 a 29 años (003)",28708,3280,1779,677,22986
"De 30 a 44 años (004)",20330,1035,2275,516,16540
"De 45 a 64 años (005)",12578,473,1250,400,10480
"De 65 y mas años (006)",3913,95,288,116,3417
"Hombres (008)",54292,11465,4945,1598,36365
"Menos de 1 año (009)",1152,700,131,41,281
"De 1 a 14 años (010)",18956,8781,2031,596,7569
"De 15 a 29 años (011)",14612,1340,743,350,12190
"De 30 a 44 años (012)",10490,357,1149,292,8717
"De 45 a 64 años (013)",7003,233,725,251,5814
"De 65 y mas años (014)",2079,54,166,68,1794
"Mujeres (016)",50590,11916,4956,1345,32409
"Menos de 1 año (017)",1146,644,142,43,318
"De 1 a 14 años (018)",18099,8373,2005,554,7183
"De 15 a 29 años (019)",14096,1940,1036,327,10796
"De 30 a 44 años (020)",9840,678,1126,224,7823
"De 45 a 64 años (021)",5575,240,525,149,4666
"De 65 y mas años (022)",1834,41,122,48,1623
,,,,,
"URBANA (024)",75251,14565,9090,2722,48980
"Menos de 1 año (025)",1570,826,239,77,430
"De 1 a 14 años (026)",25385,10339,3566,1034,10476
"De 15 a 29 años (027)",20493,2198,1629,651,16027
"De 30 a 44 años (028)",15490,770,2186,485,12083
"De 45 a 64 años (029)",9392,360,1194,364,7499
"De 65 y mas años (030)",2921,72,276,111,2465
"Hombres (032)",38456,7092,4523,1477,25439
"Menos de 1 año (033)",787,426,113,40,209
"De 1 a 14 años (034)",12888,5251,1795,535,5324
"De 15 a 29 años (035)",10207,927,678,334,8277
"De 30 a 44 años (036)",7835,268,1102,277,6213
"De 45 a 64 años (037)",5233,179,678,228,4168
"De 65 y mas años (038)",1506,41,157,63,1248
"Mujeres (040)",36795,7473,4567,1245,23541
"Menos de 1 año (041)",783,400,126,37,221
"De 1 a 14 años (042)",12497,5088,1771,499,5152
"De 15 a 29 años (043)",10286,1271,951,317,7750
"De 30 a 44 años (044)",7655,502,1084,208,5870
"De 45 a 64 años (045)",4159,181,516,136,3331
"De 65 y mas años (046)",1415,31,119,48,1217
,,,,,
"RURAL (048)",29631,8816,811,221,19794
"Menos de 1 año (049)",728,518,34,7,169
"De 1 a 14 años (050)",11670,6815,470,116,4276
"De 15 a 29 años (051)",8215,1082,150,26,6959
"De 30 a 44 años (052)",4840,265,89,31,4457
"De 45 a 64 años (053)",3186,113,56,36,2981
"De 65 y mas años (054)",992,23,12,5,952
"Hombres (056)",15836,4373,422,121,10926
"Menos de 1 año (057)",365,274,18,1,72
"De 1 a 14 años (058)",6068,3530,236,61,2245
"De 15 a 29 años (059)",4405,413,65,16,3913
"De 30 a 44 años (060)",2655,89,47,15,2504
"De 45 a 64 años (061)",1770,54,47,23,1646
"De 65 y mas años (062)",573,13,9,5,546
"Mujeres (064)",13795,4443,389,100,8868
"Menos de 1 año (065)",363,244,16,6,97
"De 1 a 14 años (066)",5602,3285,234,55,2031
"De 15 a 29 años (067)",3810,669,85,10,3046
"De 30 a 44 años (068)",2185,176,42,16,1953
"De 45 a 64 años (069)",1416,59,9,13,1335
"De 65 y mas años (070)",419,10,3,,406
