"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia MANU (000)",6134,5849,1734,1167,977,702,738,339,125,67,285,12446
"De 12 a 14 años (001)",477,474,471,3,,,,,,,3,3
"De 15 a 19 años (002)",964,918,694,195,21,7,1,,,,46,262
"De 20 a 24 años (003)",1241,1147,323,518,234,62,9,1,,,94,1218
"De 25 a 29 años (004)",922,857,112,241,277,158,61,7,1,,65,1582
"De 30 a 34 años (005)",751,717,46,105,202,183,141,34,6,,34,1935
"De 35 a 39 años (006)",603,589,32,49,112,137,173,65,16,5,14,2050
"De 40 a 44 años (007)",437,434,17,22,62,70,157,72,23,11,3,1816
"De 45 a 49 años (008)",294,287,8,15,34,38,89,63,26,14,7,1372
"De 50 y más años (009)",445,426,31,19,35,47,107,97,53,37,19,2208
"PEA (010)",2912,2754,733,593,494,359,357,144,50,24,158,5819
"De 12 a 14 años (011)",33,32,32,,,,,,,,1,
"De 15 a 19 años (012)",417,395,315,70,7,2,1,,,,22,94
"De 20 a 24 años (013)",675,611,228,249,103,28,3,,,,64,552
"De 25 a 29 años (014)",460,421,74,139,127,59,20,2,,,39,668
"De 30 a 34 años (015)",407,393,38,73,107,95,67,13,,,14,941
"De 35 a 39 años (016)",329,323,21,39,65,81,88,23,5,1,6,993
"De 40 a 44 años (017)",249,248,8,10,44,53,86,35,9,3,1,960
"De 45 a 49 años (018)",161,156,3,7,25,24,46,32,11,8,5,717
"De 50 y más años (019)",181,175,14,6,16,17,46,39,25,12,6,894
"Ocupada (020)",2863,2713,718,579,488,356,354,144,50,24,150,5771
"De 12 a 14 años (021)",32,31,31,,,,,,,,1,
"De 15 a 19 años (022)",410,389,312,68,6,2,1,,,,21,90
"De 20 a 24 años (023)",654,595,219,242,103,28,3,,,,59,545
