"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia PACHITEA (000)",13457,247,7123,3735,828,210,110,33,6,,1165
"Sin Nivel (001)",6223,124,3239,1766,441,129,73,26,6,,419
"Educación Inicial (002)",71,1,40,16,1,,,,,,13
"Primaria (003)",5907,112,3335,1561,278,61,28,6,,,526
"Secundaria (004)",907,9,449,240,43,7,5,1,,,153
"Sup. no Univ. Incompleta (005)",58,,17,22,5,2,,,,,12
"Sup. no Univ. Completa (006)",92,1,19,37,22,,,,,,13
"Sup. Univ. Incompleta (007)",50,,8,22,4,2,,,,,14
"Sup. Univ. Completa (008)",149,,16,71,34,9,4,,,,15
,,,,,,,,,,,
"URBANA (010)",2087,44,957,640,196,52,30,6,1,,161
"Sin Nivel (011)",583,17,273,177,37,19,14,5,1,,40
"Educación Inicial (012)",10,,9,1,,,,,,,
"Primaria (013)",836,22,435,226,76,20,7,,,,50
"Secundaria (014)",390,4,190,117,31,4,5,1,,,38
"Sup. no Univ. Incompleta (015)",42,,15,18,3,2,,,,,4
"Sup. no Univ. Completa (016)",73,1,15,27,20,,,,,,10
"Sup. Univ. Incompleta (017)",39,,7,20,3,1,,,,,8
"Sup. Univ. Completa (018)",114,,13,54,26,6,4,,,,11
,,,,,,,,,,,
"RURAL (020)",11370,203,6166,3095,632,158,80,27,5,,1004
"Sin Nivel (021)",5640,107,2966,1589,404,110,59,21,5,,379
"Educación Inicial (022)",61,1,31,15,1,,,,,,13
"Primaria (023)",5071,90,2900,1335,202,41,21,6,,,476
"Secundaria (024)",517,5,259,123,12,3,,,,,115
"Sup. no Univ. Incompleta (025)",16,,2,4,2,,,,,,8
"Sup. no Univ. Completa (026)",19,,4,10,2,,,,,,3
"Sup. Univ. Incompleta (027)",11,,1,2,1,1,,,,,6
"Sup. Univ. Completa (028)",35,,3,17,8,3,,,,,4
