"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia MARAÑON",,,,,,,
"Viviendas particulares (001)",6103,373,43,195,2690,97,2705
"Ocupantes presentes (002)",26556,1844,218,846,12934,366,10348
"Casa independiente",,,,,,,
"Viviendas particulares (004)",5333,370,42,134,2498,89,2200
"Ocupantes presentes (005)",23827,1831,214,605,12132,343,8702
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",5,2,1,,,,2
"Ocupantes presentes (014)",23,9,4,,,,10
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",756,,,58,192,8,498
"Ocupantes presentes (017)",2673,,,227,802,23,1621
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",1,1,,,,,
"Ocupantes presentes (020)",4,4,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",4,,,1,,,3
"Ocupantes presentes (023)",15,,,6,,,9
"Otro tipo",,,,,,,
"Viviendas particulares (025)",4,,,2,,,2
"Ocupantes presentes (026)",14,,,8,,,6
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",847,347,42,24,200,16,218
"Ocupantes presentes (029)",3943,1731,216,103,895,65,933
"Casa independiente",,,,,,,
"Viviendas particulares (031)",840,344,41,24,200,16,215
"Ocupantes presentes (032)",3915,1718,212,103,895,65,922
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",5,2,1,,,,2
"Ocupantes presentes (041)",23,9,4,,,,10
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",1,1,,,,,
"Ocupantes presentes (047)",4,4,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",1,,,,,,1
"Ocupantes presentes (050)",1,,,,,,1
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",5256,26,1,171,2490,81,2487
"Ocupantes presentes (056)",22613,113,2,743,12039,301,9415
"Casa independiente",,,,,,,
"Viviendas particulares (058)",4493,26,1,110,2298,73,1985
"Ocupantes presentes (059)",19912,113,2,502,11237,278,7780
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",756,,,58,192,8,498
"Ocupantes presentes (071)",2673,,,227,802,23,1621
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",3,,,1,,,2
"Ocupantes presentes (077)",14,,,6,,,8
"Otro tipo",,,,,,,
"Viviendas particulares (079)",4,,,2,,,2
"Ocupantes presentes (080)",14,,,8,,,6
