"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia CUTERVO (000)",68280,53936,14344
"De 3 a 5 años (001)",9754,412,9342
"De 6 a 11 años (002)",21964,18343,3621
"De 12 a 16 años (003)",18511,18138,373
"De 17 a 24 años (004)",18051,17043,1008
"Hombres (005)",35004,27701,7303
"De 3 a 5 años (006)",5130,219,4911
"De 6 a 11 años (007)",11149,9258,1891
"De 12 a 16 años (008)",9439,9296,143
"De 17 a 24 años (009)",9286,8928,358
"Mujeres (010)",33276,26235,7041
"De 3 a 5 años (011)",4624,193,4431
"De 6 a 11 años (012)",10815,9085,1730
"De 12 a 16 años (013)",9072,8842,230
"De 17 a 24 años (014)",8765,8115,650
,,,
"URBANA (015)",12120,10382,1738
"De 3 a 5 años (016)",1432,118,1314
"De 6 a 11 años (017)",3467,3165,302
"De 12 a 16 años (018)",3434,3393,41
"De 17 a 24 años (019)",3787,3706,81
"Hombres (020)",6092,5207,885
"De 3 a 5 años (021)",756,62,694
"De 6 a 11 años (022)",1794,1645,149
"De 12 a 16 años (023)",1698,1685,13
"De 17 a 24 años (024)",1844,1815,29
"Mujeres (025)",6028,5175,853
"De 3 a 5 años (026)",676,56,620
"De 6 a 11 años (027)",1673,1520,153
"De 12 a 16 años (028)",1736,1708,28
"De 17 a 24 años (029)",1943,1891,52
,,,
"RURAL (030)",56160,43554,12606
"De 3 a 5 años (031)",8322,294,8028
"De 6 a 11 años (032)",18497,15178,3319
"De 12 a 16 años (033)",15077,14745,332
"De 17 a 24 años (034)",14264,13337,927
"Hombres (035)",28912,22494,6418
"De 3 a 5 años (036)",4374,157,4217
"De 6 a 11 años (037)",9355,7613,1742
"De 12 a 16 años (038)",7741,7611,130
"De 17 a 24 años (039)",7442,7113,329
"Mujeres (040)",27248,21060,6188
"De 3 a 5 años (041)",3948,137,3811
"De 6 a 11 años (042)",9142,7565,1577
"De 12 a 16 años (043)",7336,7134,202
"De 17 a 24 años (044)",6822,6224,598
