"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUALLAGA (000)",245,68,177
"Sin nivel (001)",6,1,5
"Primaria (003)",124,36,88
"Secundaria (004)",84,20,64
"Superior no univ. incompleta (005)",7,1,6
"Superior no univ. completa (006)",12,6,6
"Superior univ. incompleta (007)",1,1,
"Superior univ. completa (008)",11,3,8
"Hombres (010)",197,50,147
"Sin nivel (011)",4,1,3
"Primaria (013)",103,24,79
"Secundaria (014)",68,16,52
"Superior no univ. incompleta (015)",3,,3
"Superior no univ. completa (016)",12,6,6
"Superior univ. incompleta (017)",1,1,
"Superior univ. completa (018)",6,2,4
"Mujeres (020)",48,18,30
"Sin nivel (021)",2,,2
"Primaria (023)",21,12,9
"Secundaria (024)",16,4,12
"Superior no univ. incompleta (025)",4,1,3
"Superior univ. completa (028)",5,1,4
,,,
"AREA URBANA (030)",178,35,143
"Sin nivel (031)",4,,4
"Primaria (033)",76,15,61
"Secundaria (034)",69,11,58
"Superior no univ. incompleta (035)",6,,6
"Superior no univ. completa (036)",11,5,6
"Superior univ. incompleta (037)",1,1,
"Superior univ. completa (038)",11,3,8
"Hombres (040)",144,27,117
"Sin nivel (041)",2,,2
"Primaria (043)",67,11,56
"Secundaria (044)",54,8,46
"Superior no univ. incompleta (045)",3,,3
"Superior no univ. completa (046)",11,5,6
"Superior univ. incompleta (047)",1,1,
"Superior univ. completa (048)",6,2,4
"Mujeres (050)",34,8,26
"Sin nivel (051)",2,,2
"Primaria (053)",9,4,5
"Secundaria (054)",15,3,12
"Superior no univ. incompleta (055)",3,,3
"Superior univ. completa (058)",5,1,4
,,,
"AREA RURAL (060)",67,33,34
"Sin nivel (061)",2,1,1
"Primaria (063)",48,21,27
"Secundaria (064)",15,9,6
"Superior no univ. incompleta (065)",1,1,
"Superior no univ. completa (066)",1,1,
"Hombres (070)",53,23,30
"Sin nivel (071)",2,1,1
"Primaria (073)",36,13,23
"Secundaria (074)",14,8,6
"Superior no univ. completa (076)",1,1,
"Mujeres (080)",14,10,4
"Primaria (083)",12,8,4
"Secundaria (084)",1,1,
"Superior no univ. incompleta (085)",1,1,
