"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia VILCAS HUAMAN",,,,,,,,,
"Viviendas particulares (001)",7073,113,6807,4,17,15,92,,25
"Ocupantes presentes (002)",23154,402,22354,8,36,33,261,,60
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6885,111,6674,4,8,4,78,,6
"Ocupantes presentes (005)",22590,394,21923,8,19,10,221,,15
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",26,1,25,,,,,,
"Ocupantes presentes (011)",100,6,94,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",10,1,9,,,,,,
"Ocupantes presentes (014)",27,2,25,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",147,,98,,9,9,14,,17
"Ocupantes presentes (017)",432,,311,,17,21,40,,43
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,,,,,2,,,1
"Ocupantes presentes (020)",3,,,,,2,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,1,,,,,,
"Ocupantes presentes (023)",1,,1,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,,,,,,1
"Ocupantes presentes (026)",1,,,,,,,,1
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2208,87,2108,,1,2,9,,1
"Ocupantes presentes (029)",7056,320,6706,,1,2,26,,1
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2168,85,2073,,1,,9,,
"Ocupantes presentes (032)",6925,312,6586,,1,,26,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",26,1,25,,,,,,
"Ocupantes presentes (038)",100,6,94,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",10,1,9,,,,,,
"Ocupantes presentes (041)",27,2,25,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,,,,,2,,,1
"Ocupantes presentes (047)",3,,,,,2,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,1,,,,,,
"Ocupantes presentes (050)",1,,1,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",4865,26,4699,4,16,13,83,,24
"Ocupantes presentes (056)",16098,82,15648,8,35,31,235,,59
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4717,26,4601,4,7,4,69,,6
"Ocupantes presentes (059)",15665,82,15337,8,18,10,195,,15
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",147,,98,,9,9,14,,17
"Ocupantes presentes (071)",432,,311,,17,21,40,,43
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,,1
