"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CHEPEN (000)",21449,205,670,1700,2636,4428,6617,5193
"De 12 a 14 años (001)",28,,,,,,,28
"De 15 a 19 años (002)",560,,,,,,343,217
"De 20 a 24 años (003)",2048,,,,,7,1196,845
"De 25 a 29 años (004)",2532,,,,,160,1577,795
"De 30 a 34 años (005)",2686,,,,1,515,1539,631
"De 35 a 39 años (006)",2652,,,,43,957,1171,481
"De 40 a 44 años (007)",2373,,,,234,1107,586,446
"De 45 a 49 años (008)",1961,,,19,489,947,171,335
"De 50 y más años (009)",6609,205,670,1681,1869,735,34,1415
"PEA (010)",6461,5,44,287,774,1716,1853,1782
"De 12 a 14 años (011)",4,,,,,,,4
"De 15 a 19 años (012)",94,,,,,,49,45
"De 20 a 24 años (013)",544,,,,,3,252,289
"De 25 a 29 años (014)",770,,,,,57,391,322
"De 30 a 34 años (015)",922,,,,,209,442,271
"De 35 a 39 años (016)",1087,,,,21,401,438,227
"De 40 a 44 años (017)",935,,,,91,451,218,175
"De 45 a 49 años (018)",777,,,5,190,373,55,154
"De 50 y más años (019)",1328,5,44,282,472,222,8,295
"Ocupada (020)",6242,5,43,284,765,1679,1783,1683
"De 12 a 14 años (021)",4,,,,,,,4
"De 15 a 19 años (022)",86,,,,,,44,42
"De 20 a 24 años (023)",504,,,,,3,241,260
"De 25 a 29 años (024)",730,,,,,57,373,300
"De 30 a 34 años (025)",884,,,,,202,422,260
"De 35 a 39 años (026)",1057,,,,21,394,428,214
"De 40 a 44 años (027)",914,,,,89,442,213,170
"De 45 a 49 años (028)",758,,,5,188,364,54,147
"De 50 y más años (029)",1305,5,43,279,467,217,8,286
"Desocupada (030)",219,,1,3,9,37,70,99
"De 15 a 19 años (032)",8,,,,,,5,3
"De 20 a 24 años (033)",40,,,,,,11,29
"De 25 a 29 años (034)",40,,,,,,18,22
"De 30 a 34 años (035)",38,,,,,7,20,11
"De 35 a 39 años (036)",30,,,,,7,10,13
"De 40 a 44 años (037)",21,,,,2,9,5,5
"De 45 a 49 años (038)",19,,,,2,9,1,7
"De 50 y más años (039)",23,,1,3,5,5,,9
"No PEA (040)",14988,200,626,1413,1862,2712,4764,3411
"De 12 a 14 años (041)",24,,,,,,,24
"De 15 a 19 años (042)",466,,,,,,294,172
"De 20 a 24 años (043)",1504,,,,,4,944,556
"De 25 a 29 años (044)",1762,,,,,103,1186,473
"De 30 a 34 años (045)",1764,,,,1,306,1097,360
"De 35 a 39 años (046)",1565,,,,22,556,733,254
"De 40 a 44 años (047)",1438,,,,143,656,368,271
