"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia POMABAMBA",,,,,,,,,
"Viviendas particulares (001)",2479,175,129,66,270,27,22,54,1736
"Ocupantes presentes (002)",10968,794,548,310,1188,118,83,240,7687
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2458,169,126,64,270,27,20,54,1728
"Ocupantes presentes (005)",10872,782,517,298,1188,118,75,240,7654
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",11,6,2,1,,,,,2
"Ocupantes presentes (011)",57,12,25,9,,,,,11
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",9,,1,1,,,2,,5
"Ocupantes presentes (014)",34,,6,3,,,8,,17
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,,,,,,,1
"Ocupantes presentes (023)",5,,,,,,,,5
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",863,84,91,37,105,17,18,20,491
"Ocupantes presentes (029)",3717,353,374,162,473,71,62,89,2133
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",842,78,88,35,105,17,16,20,483
"Ocupantes presentes (032)",3621,341,343,150,473,71,54,89,2100
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",11,6,2,1,,,,,2
"Ocupantes presentes (038)",57,12,25,9,,,,,11
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",9,,1,1,,,2,,5
"Ocupantes presentes (041)",34,,6,3,,,8,,17
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,,,,,,1
"Ocupantes presentes (050)",5,,,,,,,,5
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1616,91,38,29,165,10,4,34,1245
"Ocupantes presentes (056)",7251,441,174,148,715,47,21,151,5554
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1616,91,38,29,165,10,4,34,1245
"Ocupantes presentes (059)",7251,441,174,148,715,47,21,151,5554
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
