"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PAITA (000)",79996,14421,15717,3958,46121
"Conviviente (001)",18373,3041,3233,668,11459
"Separado(a) (002)",2534,361,434,119,1626
"Casado(a) (003)",27159,4353,6758,1611,14572
"Viudo(a) (004)",2292,277,566,147,1305
"Divorciado(a) (005)",150,16,47,7,81
"Soltero(a) (006)",29488,6373,4679,1406,17078
"Hombres (008)",40169,6064,7851,2355,24049
"Conviviente (009)",8808,940,1662,400,5823
"Separado(a) (010)",647,42,114,46,448
"Casado(a) (011)",13405,1726,3400,955,7426
"Viudo(a) (012)",728,68,175,60,426
"Divorciado(a) (013)",74,8,24,6,37
"Soltero(a) (014)",16507,3280,2476,888,9889
"Mujeres (016)",39827,8357,7866,1603,22072
"Conviviente (017)",9565,2101,1571,268,5636
"Separado(a) (018)",1887,319,320,73,1178
"Casado(a) (019)",13754,2627,3358,656,7146
"Viudo(a) (020)",1564,209,391,87,879
"Divorciado(a) (021)",76,8,23,1,44
"Soltero(a) (022)",12981,3093,2203,518,7189
,,,,,
"URBANA (024)",76329,13125,15265,3900,44254
"Conviviente (025)",17709,2812,3162,659,11100
"Separado(a) (026)",2477,343,431,119,1590
"Casado(a) (027)",25660,3905,6505,1582,13801
"Viudo(a) (028)",2196,256,539,144,1260
"Divorciado(a) (029)",148,16,47,7,79
"Soltero(a) (030)",28139,5793,4581,1389,16424
"Hombres (032)",38208,5471,7604,2317,22961
"Conviviente (033)",8473,858,1616,393,5620
"Separado(a) (034)",630,37,113,46,437
"Casado(a) (035)",12630,1540,3257,936,6997
"Viudo(a) (036)",702,64,168,60,411
"Divorciado(a) (037)",73,8,24,6,36
"Soltero(a) (038)",15700,2964,2426,876,9460
"Mujeres (040)",38121,7654,7661,1583,21293
"Conviviente (041)",9236,1954,1546,266,5480
"Separado(a) (042)",1847,306,318,73,1153
"Casado(a) (043)",13030,2365,3248,646,6804
"Viudo(a) (044)",1494,192,371,84,849
"Divorciado(a) (045)",75,8,23,1,43
"Soltero(a) (046)",12439,2829,2155,513,6964
,,,,,
"RURAL (048)",3667,1296,452,58,1867
"Conviviente (049)",664,229,71,9,359
"Separado(a) (050)",57,18,3,,36
"Casado(a) (051)",1499,448,253,29,771
"Viudo(a) (052)",96,21,27,3,45
"Divorciado(a) (053)",2,,,,2
"Soltero(a) (054)",1349,580,98,17,654
"Hombres (056)",1961,593,247,38,1088
"Conviviente (057)",335,82,46,7,203
"Separado(a) (058)",17,5,1,,11
"Casado(a) (059)",775,186,143,19,429
"Viudo(a) (060)",26,4,7,,15
"Divorciado(a) (061)",1,,,,1
"Soltero(a) (062)",807,316,50,12,429
"Mujeres (064)",1706,703,205,20,779
"Conviviente (065)",329,147,25,2,156
"Separado(a) (066)",40,13,2,,25
"Casado(a) (067)",724,262,110,10,342
"Viudo(a) (068)",70,17,20,3,30
"Divorciado(a) (069)",1,,,,1
"Soltero(a) (070)",542,264,48,5,225
