"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia LA MAR",,,,
"Viviendas particulares (001)",4994,2925,1400,669
"Ocupantes presentes (002)",19561,11505,5527,2529
"Casa independiente",,,,
"Viviendas particulares (004)",4727,2714,1369,644
"Ocupantes presentes (005)",18637,10749,5451,2437
"Departamento en edificio",,,,
"Viviendas particulares (007)",42,42,,
"Ocupantes presentes (008)",116,116,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",154,134,20,
"Ocupantes presentes (011)",554,501,53,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",26,16,7,3
"Ocupantes presentes (014)",98,67,19,12
"Choza o cabaña",,,,
"Viviendas particulares (016)",22,,,22
"Ocupantes presentes (017)",80,,,80
"Vivienda improvisada",,,,
"Viviendas particulares (019)",10,10,,
"Ocupantes presentes (020)",41,41,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",13,9,4,
"Ocupantes presentes (023)",35,31,4,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",4361,2560,1235,566
"Ocupantes presentes (029)",16962,10012,4772,2178
"Casa independiente",,,,
"Viviendas particulares (031)",4179,2430,1204,545
"Ocupantes presentes (032)",16319,9524,4696,2099
"Departamento en edificio",,,,
"Viviendas particulares (034)",42,42,,
"Ocupantes presentes (035)",116,116,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",82,62,20,
"Ocupantes presentes (038)",325,272,53,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",20,11,7,2
"Ocupantes presentes (041)",75,46,19,10
"Choza o cabaña",,,,
"Viviendas particulares (043)",19,,,19
"Ocupantes presentes (044)",69,,,69
"Vivienda improvisada",,,,
"Viviendas particulares (046)",10,10,,
"Ocupantes presentes (047)",41,41,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",9,5,4,
"Ocupantes presentes (050)",17,13,4,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",633,365,165,103
"Ocupantes presentes (056)",2599,1493,755,351
"Casa independiente",,,,
"Viviendas particulares (058)",548,284,165,99
"Ocupantes presentes (059)",2318,1225,755,338
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",72,72,,
"Ocupantes presentes (065)",229,229,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",6,5,,1
"Ocupantes presentes (068)",23,21,,2
"Choza o cabaña",,,,
"Viviendas particulares (070)",3,,,3
"Ocupantes presentes (071)",11,,,11
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",4,4,,
"Ocupantes presentes (077)",18,18,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",1930,1546,282,102
"Ocupantes presentes (110)",7780,6302,1109,369
"Casa independiente",,,,
"Viviendas particulares (112)",1688,1336,253,99
"Ocupantes presentes (113)",6941,5549,1035,357
"Departamento en edificio",,,,
"Viviendas particulares (115)",42,42,,
"Ocupantes presentes (116)",116,116,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",154,134,20,
"Ocupantes presentes (119)",554,501,53,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",26,16,7,3
"Ocupantes presentes (122)",98,67,19,12
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",10,10,,
"Ocupantes presentes (128)",41,41,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",10,8,2,
"Ocupantes presentes (131)",30,28,2,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",1552,1260,227,65
"Ocupantes presentes (137)",6216,5101,876,239
"Casa independiente",,,,
"Viviendas particulares (139)",1392,1131,198,63
"Ocupantes presentes (140)",5647,4616,802,229
"Departamento en edificio",,,,
"Viviendas particulares (142)",42,42,,
"Ocupantes presentes (143)",116,116,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",82,62,20,
"Ocupantes presentes (146)",325,272,53,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",20,11,7,2
"Ocupantes presentes (149)",75,46,19,10
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",10,10,,
"Ocupantes presentes (155)",41,41,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",6,4,2,
"Ocupantes presentes (158)",12,10,2,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",378,286,55,37
"Ocupantes presentes (164)",1564,1201,233,130
"Casa independiente",,,,
"Viviendas particulares (166)",296,205,55,36
"Ocupantes presentes (167)",1294,933,233,128
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",72,72,,
"Ocupantes presentes (173)",229,229,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",6,5,,1
"Ocupantes presentes (176)",23,21,,2
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",4,4,,
"Ocupantes presentes (185)",18,18,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",3064,1379,1118,567
"Ocupantes presentes (218)",11781,5203,4418,2160
"Casa independiente",,,,
"Viviendas particulares (220)",3039,1378,1116,545
"Ocupantes presentes (221)",11696,5200,4416,2080
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",22,,,22
"Ocupantes presentes (233)",80,,,80
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",3,1,2,
"Ocupantes presentes (239)",5,3,2,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",2809,1300,1008,501
"Ocupantes presentes (245)",10746,4911,3896,1939
"Casa independiente",,,,
"Viviendas particulares (247)",2787,1299,1006,482
"Ocupantes presentes (248)",10672,4908,3894,1870
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",19,,,19
"Ocupantes presentes (260)",69,,,69
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",3,1,2,
"Ocupantes presentes (266)",5,3,2,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",255,79,110,66
"Ocupantes presentes (272)",1035,292,522,221
"Casa independiente",,,,
"Viviendas particulares (274)",252,79,110,63
"Ocupantes presentes (275)",1024,292,522,210
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",3,,,3
"Ocupantes presentes (287)",11,,,11
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
