"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia GRAU (000)",17524,5411,1589,209,10332
"Conviviente (001)",4704,954,364,54,3336
"Separado(a) (002)",435,86,32,2,316
"Casado(a) (003)",5670,1273,731,85,3589
"Viudo(a) (004)",1206,246,50,14,897
"Divorciado(a) (005)",36,4,6,,26
"Soltero(a) (006)",5473,2848,406,54,2168
"Hombres (008)",8888,2426,833,117,5521
"Conviviente (009)",2316,294,195,29,1800
"Separado(a) (010)",132,15,16,,101
"Casado(a) (011)",2800,444,393,46,1923
"Viudo(a) (012)",333,50,12,5,266
"Divorciado(a) (013)",23,2,4,,17
"Soltero(a) (014)",3284,1621,213,37,1414
"Mujeres (016)",8636,2985,756,92,4811
"Conviviente (017)",2388,660,169,25,1536
"Separado(a) (018)",303,71,16,2,215
"Casado(a) (019)",2870,829,338,39,1666
"Viudo(a) (020)",873,196,38,9,631
"Divorciado(a) (021)",13,2,2,,9
"Soltero(a) (022)",2189,1227,193,17,754
,,,,,
"URBANA (024)",7120,1826,1209,114,3981
"Conviviente (025)",1971,359,269,21,1323
"Separado(a) (026)",188,39,20,1,129
"Casado(a) (027)",2082,294,543,46,1204
"Viudo(a) (028)",416,67,37,5,308
"Divorciado(a) (029)",16,1,5,,10
"Soltero(a) (030)",2447,1066,335,41,1007
"Hombres (032)",3525,830,614,71,2015
"Conviviente (033)",959,111,143,15,691
"Separado(a) (034)",46,5,7,,34
"Casado(a) (035)",1018,111,288,28,595
"Viudo(a) (036)",91,14,7,1,69
"Divorciado(a) (037)",8,,3,,5
"Soltero(a) (038)",1403,589,166,27,621
"Mujeres (040)",3595,996,595,43,1966
"Conviviente (041)",1012,248,126,6,632
"Separado(a) (042)",142,34,13,1,95
"Casado(a) (043)",1064,183,255,18,609
"Viudo(a) (044)",325,53,30,4,239
"Divorciado(a) (045)",8,1,2,,5
"Soltero(a) (046)",1044,477,169,14,386
,,,,,
"RURAL (048)",10404,3585,380,95,6351
"Conviviente (049)",2733,595,95,33,2013
"Separado(a) (050)",247,47,12,1,187
"Casado(a) (051)",3588,979,188,39,2385
"Viudo(a) (052)",790,179,13,9,589
"Divorciado(a) (053)",20,3,1,,16
"Soltero(a) (054)",3026,1782,71,13,1161
"Hombres (056)",5363,1596,219,46,3506
"Conviviente (057)",1357,183,52,14,1109
"Separado(a) (058)",86,10,9,,67
"Casado(a) (059)",1782,333,105,18,1328
"Viudo(a) (060)",242,36,5,4,197
"Divorciado(a) (061)",15,2,1,,12
"Soltero(a) (062)",1881,1032,47,10,793
"Mujeres (064)",5041,1989,161,49,2845
"Conviviente (065)",1376,412,43,19,904
"Separado(a) (066)",161,37,3,1,120
"Casado(a) (067)",1806,646,83,21,1057
"Viudo(a) (068)",548,143,8,5,392
"Divorciado(a) (069)",5,1,,,4
"Soltero(a) (070)",1145,750,24,3,368
