"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",366,3,168,106,64,25
"Conviviente (001)",126,,57,55,13,1
"Separado(a) (002)",2,,,2,,
"Casado(a) (003)",113,,7,41,45,20
"Viudo(a) (004)",4,,,,2,2
"Soltero(a) (006)",121,3,104,8,4,2
"Hombres (008)",317,2,133,96,63,23
"Conviviente (009)",111,,44,53,13,1
"Casado(a) (011)",105,,7,35,44,19
"Viudo(a) (012)",3,,,,2,1
"Soltero(a) (014)",98,2,82,8,4,2
"Mujeres (016)",49,1,35,10,1,2
"Conviviente (017)",15,,13,2,,
"Separado(a) (018)",2,,,2,,
"Casado(a) (019)",8,,,6,1,1
"Viudo(a) (020)",1,,,,,1
"Soltero(a) (022)",23,1,22,,,
,,,,,,
"AREA URBANA (024)",58,1,29,18,5,5
"Conviviente (025)",18,,9,7,2,
"Casado(a) (027)",15,,,9,2,4
"Soltero(a) (030)",25,1,20,2,1,1
"Hombres (032)",43,1,18,15,5,4
"Conviviente (033)",13,,5,6,2,
"Casado(a) (035)",12,,,7,2,3
"Soltero(a) (038)",18,1,13,2,1,1
"Mujeres (040)",15,,11,3,,1
"Conviviente (041)",5,,4,1,,
"Casado(a) (043)",3,,,2,,1
"Soltero(a) (046)",7,,7,,,
,,,,,,
"AREA RURAL (048)",308,2,139,88,59,20
"Conviviente (049)",108,,48,48,11,1
"Separado(a) (050)",2,,,2,,
"Casado(a) (051)",98,,7,32,43,16
"Viudo(a) (052)",4,,,,2,2
"Soltero(a) (054)",96,2,84,6,3,1
"Hombres (056)",274,1,115,81,58,19
"Conviviente (057)",98,,39,47,11,1
"Casado(a) (059)",93,,7,28,42,16
"Viudo(a) (060)",3,,,,2,1
"Soltero(a) (062)",80,1,69,6,3,1
"Mujeres (064)",34,1,24,7,1,1
"Conviviente (065)",10,,9,1,,
"Separado(a) (066)",2,,,2,,
"Casado(a) (067)",5,,,4,1,
"Viudo(a) (068)",1,,,,,1
"Soltero(a) (070)",16,1,15,,,
