"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ANDAHUAYLAS (000)",42292,5429,58,15344,13484,1068,1937,1234,3738
"Empleado (001)",7437,61,3,371,1526,412,1420,593,3051
"Obrero (002)",8875,1179,16,4097,3283,111,68,77,44
"Trabajador independiente (003)",16566,2350,13,6867,5589,418,374,419,536
"Empleador o patrono (004)",756,78,,292,270,13,23,31,49
"Trabajador familiar no remunerado (005)",8022,1689,25,3527,2502,85,44,98,52
"Trabajador del hogar (006)",636,72,1,190,314,29,8,16,6
"Hombres (008)",28173,2328,34,11121,10007,671,1136,767,2109
"Empleado (009)",4196,6,1,157,1004,249,787,357,1635
"Obrero (010)",7458,746,11,3532,2910,97,58,65,39
"Trabajador independiente (011)",11744,1100,7,5315,4165,266,250,273,368
"Empleador o patrono (012)",628,51,,256,228,12,18,24,39
"Trabajador familiar no remunerado (013)",4103,424,15,1848,1676,44,22,46,28
"Trabajador del hogar (014)",44,1,,13,24,3,1,2,
"Mujeres (016)",14119,3101,24,4223,3477,397,801,467,1629
"Empleado (017)",3241,55,2,214,522,163,633,236,1416
"Obrero (018)",1417,433,5,565,373,14,10,12,5
"Trabajador independiente (019)",4822,1250,6,1552,1424,152,124,146,168
"Empleador o patrono (020)",128,27,,36,42,1,5,7,10
"Trabajador familiar no remunerado (021)",3919,1265,10,1679,826,41,22,52,24
"Trabajador del hogar (022)",592,71,1,177,290,26,7,14,6
,,,,,,,,,
"URBANA (024)",21984,1337,28,5428,7753,922,1774,1153,3589
"Empleado (025)",6808,47,3,272,1294,360,1324,566,2942
"Obrero (026)",3521,282,8,1356,1639,79,51,69,37
"Trabajador independiente (027)",8178,610,6,2516,3423,384,337,386,516
"Empleador o patrono (028)",410,29,,112,164,10,20,29,46
"Trabajador familiar no remunerado (029)",2550,328,10,1020,969,60,34,87,42
"Trabajador del hogar (030)",517,41,1,152,264,29,8,16,6
"Hombres (032)",13350,392,19,3394,5272,552,1024,704,1993
"Empleado (033)",3806,5,1,122,844,210,731,337,1556
"Obrero (034)",2832,131,7,1086,1408,68,42,58,32
"Trabajador independiente (035)",5085,173,3,1575,2282,237,217,248,350
"Empleador o patrono (036)",314,14,,87,129,9,17,22,36
"Trabajador familiar no remunerado (037)",1276,69,8,512,590,25,16,37,19
"Trabajador del hogar (038)",37,,,12,19,3,1,2,
"Mujeres (040)",8634,945,9,2034,2481,370,750,449,1596
"Empleado (041)",3002,42,2,150,450,150,593,229,1386
"Obrero (042)",689,151,1,270,231,11,9,11,5
"Trabajador independiente (043)",3093,437,3,941,1141,147,120,138,166
"Empleador o patrono (044)",96,15,,25,35,1,3,7,10
"Trabajador familiar no remunerado (045)",1274,259,2,508,379,35,18,50,23
"Trabajador del hogar (046)",480,41,1,140,245,26,7,14,6
,,,,,,,,,
"RURAL (048)",20308,4092,30,9916,5731,146,163,81,149
"Empleado (049)",629,14,,99,232,52,96,27,109
"Obrero (050)",5354,897,8,2741,1644,32,17,8,7
"Trabajador independiente (051)",8388,1740,7,4351,2166,34,37,33,20
"Empleador o patrono (052)",346,49,,180,106,3,3,2,3
"Trabajador familiar no remunerado (053)",5472,1361,15,2507,1533,25,10,11,10
"Trabajador del hogar (054)",119,31,,38,50,,,,
"Hombres (056)",14823,1936,15,7727,4735,119,112,63,116
"Empleado (057)",390,1,,35,160,39,56,20,79
"Obrero (058)",4626,615,4,2446,1502,29,16,7,7
"Trabajador independiente (059)",6659,927,4,3740,1883,29,33,25,18
"Empleador o patrono (060)",314,37,,169,99,3,1,2,3
"Trabajador familiar no remunerado (061)",2827,355,7,1336,1086,19,6,9,9
"Trabajador del hogar (062)",7,1,,1,5,,,,
"Mujeres (064)",5485,2156,15,2189,996,27,51,18,33
"Empleado (065)",239,13,,64,72,13,40,7,30
"Obrero (066)",728,282,4,295,142,3,1,1,
"Trabajador independiente (067)",1729,813,3,611,283,5,4,8,2
"Empleador o patrono (068)",32,12,,11,7,,2,,
"Trabajador familiar no remunerado (069)",2645,1006,8,1171,447,6,4,2,1
"Trabajador del hogar (070)",112,30,,37,45,,,,
