"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia HUAROCHIRI",,,,,,,,,
"Viviendas particulares (001)",1052,562,144,48,169,14,12,20,83
"Ocupantes presentes (002)",3775,1979,502,197,577,51,43,98,328
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",928,521,111,32,156,14,10,18,66
"Ocupantes presentes (005)",3368,1852,399,134,540,51,36,95,261
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",9,4,1,2,2,,,,
"Ocupantes presentes (008)",30,10,4,9,7,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",89,24,27,11,9,,2,2,14
"Ocupantes presentes (011)",259,66,81,34,26,,7,3,42
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",23,12,4,3,2,,,,2
"Ocupantes presentes (014)",95,43,13,20,4,,,,15
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,,
"Ocupantes presentes (020)",8,8,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,,1,,,,,,1
"Ocupantes presentes (023)",15,,5,,,,,,10
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",670,352,124,37,59,12,12,18,56
"Ocupantes presentes (029)",2413,1232,414,145,226,46,43,91,216
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",546,311,91,21,46,12,10,16,39
"Ocupantes presentes (032)",2006,1105,311,82,189,46,36,88,149
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",9,4,1,2,2,,,,
"Ocupantes presentes (035)",30,10,4,9,7,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",89,24,27,11,9,,2,2,14
"Ocupantes presentes (038)",259,66,81,34,26,,7,3,42
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",23,12,4,3,2,,,,2
"Ocupantes presentes (041)",95,43,13,20,4,,,,15
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,,
"Ocupantes presentes (047)",8,8,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,,1,,,,,,1
"Ocupantes presentes (050)",15,,5,,,,,,10
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",382,210,20,11,110,2,,2,27
"Ocupantes presentes (056)",1362,747,88,52,351,5,,7,112
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",382,210,20,11,110,2,,2,27
"Ocupantes presentes (059)",1362,747,88,52,351,5,,7,112
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
