"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia HUANCAYO",,,,,,,,,
"Viviendas particulares (001)",9814,3321,2687,1089,1417,196,170,147,787
"Ocupantes presentes (002)",44229,14657,12259,5021,6494,845,689,630,3634
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",8943,3051,2460,1006,1266,167,141,129,723
"Ocupantes presentes (005)",40638,13573,11248,4728,5860,731,599,565,3334
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",304,111,87,22,46,9,7,3,19
"Ocupantes presentes (008)",1145,423,326,76,174,32,20,8,86
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",275,80,75,20,47,7,17,5,24
"Ocupantes presentes (011)",1210,350,326,72,229,37,48,22,126
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",265,66,63,35,53,13,5,9,21
"Ocupantes presentes (014)",1129,266,345,128,208,45,22,27,88
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",6,3,,1,2,,,,
"Ocupantes presentes (017)",26,10,,4,12,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",5,2,1,,2,,,,
"Ocupantes presentes (020)",20,11,3,,6,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",16,8,1,5,1,,,1,
"Ocupantes presentes (023)",61,24,11,13,5,,,8,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",9061,3067,2548,1028,1301,183,164,124,646
"Ocupantes presentes (029)",41096,13624,11644,4750,6005,782,668,537,3086
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",8199,2802,2322,946,1152,154,135,106,582
"Ocupantes presentes (032)",37547,12555,10644,4461,5383,668,578,472,2786
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",304,111,87,22,46,9,7,3,19
"Ocupantes presentes (035)",1145,423,326,76,174,32,20,8,86
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",275,80,75,20,47,7,17,5,24
"Ocupantes presentes (038)",1210,350,326,72,229,37,48,22,126
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",265,66,63,35,53,13,5,9,21
"Ocupantes presentes (041)",1129,266,345,128,208,45,22,27,88
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",5,2,1,,2,,,,
"Ocupantes presentes (047)",20,11,3,,6,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",13,6,,5,1,,,1,
"Ocupantes presentes (050)",45,19,,13,5,,,8,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",753,254,139,61,116,13,6,23,141
"Ocupantes presentes (056)",3133,1033,615,271,489,63,21,93,548
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",744,249,138,60,114,13,6,23,141
"Ocupantes presentes (059)",3091,1018,604,267,477,63,21,93,548
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",6,3,,1,2,,,,
"Ocupantes presentes (071)",26,10,,4,12,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,2,1,,,,,,
"Ocupantes presentes (077)",16,5,11,,,,,,
"Otro tipo",,,,,,,,,
