"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia TAYACAJA",,,
"Viviendas particulares (001)",25505,14791,10714
"Ocupantes presentes (002)",104406,62793,41613
"Casa independiente",,,
"Viviendas particulares (004)",24186,14428,9758
"Ocupantes presentes (005)",98964,61053,37911
"Departamento en edificio",,,
"Viviendas particulares (007)",3,3,
"Ocupantes presentes (008)",12,12,
"Vivienda en quinta",,,
"Viviendas particulares (010)",73,73,
"Ocupantes presentes (011)",330,330,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",117,99,18
"Ocupantes presentes (014)",618,535,83
"Choza o cabaña",,,
"Viviendas particulares (016)",1097,169,928
"Ocupantes presentes (017)",4415,820,3595
"Vivienda improvisada",,,
"Viviendas particulares (019)",10,6,4
"Ocupantes presentes (020)",33,20,13
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",17,13,4
"Ocupantes presentes (023)",30,23,7
"Otro tipo",,,
"Viviendas particulares (025)",2,,2
"Ocupantes presentes (026)",4,,4
,,,
URBANA,,,
"Viviendas particulares (028)",6179,4648,1531
"Ocupantes presentes (029)",25197,19255,5942
"Casa independiente",,,
"Viviendas particulares (031)",5967,4459,1508
"Ocupantes presentes (032)",24195,18350,5845
"Departamento en edificio",,,
"Viviendas particulares (034)",3,3,
"Ocupantes presentes (035)",12,12,
"Vivienda en quinta",,,
"Viviendas particulares (037)",73,73,
"Ocupantes presentes (038)",330,330,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",117,99,18
"Ocupantes presentes (041)",618,535,83
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",10,6,4
"Ocupantes presentes (047)",33,20,13
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",9,8,1
"Ocupantes presentes (050)",9,8,1
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",19326,10143,9183
"Ocupantes presentes (056)",79209,43538,35671
"Casa independiente",,,
"Viviendas particulares (058)",18219,9969,8250
"Ocupantes presentes (059)",74769,42703,32066
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",1097,169,928
"Ocupantes presentes (071)",4415,820,3595
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",8,5,3
"Ocupantes presentes (077)",21,15,6
"Otro tipo",,,
"Viviendas particulares (079)",2,,2
"Ocupantes presentes (080)",4,,4
