"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia ANTONIO RAYMONDI (000)",5963,21210,17919,,385,84.5,1.8
"De 12 a 14 años (001)",724,2,2,,,100,
"De 15 a 19 años (002)",755,110,108,34,98.2,30.9,
"De 20 a 24 años (003)",591,628,606,98,96.5,15.6,
"De 25 a 29 años (004)",522,1106,1064,94,96.2,8.5,
"De 30 a 34 años (005)",435,1475,1371,63,92.9,4.3,
"De 35 a 39 años (006)",463,2118,1933,61,91.3,2.9,
"De 40 a 44 años (007)",401,2219,1981,28,89.3,1.3,
"De 45 a 49 años (008)",373,2318,2069,7,89.3,0.3,
"De 50 y más años (009)",1699,11234,8785,,78.2,,
"PEA (010)",600,1525,1392,18,91.3,1.2,
"De 12 a 14 años (011)",4,,,,,,
"De 15 a 19 años (012)",62,6,6,2,100,33.3,
"De 20 a 24 años (013)",100,67,63,6,94,9,
"De 25 a 29 años (014)",75,69,67,4,97.1,5.8,
"De 30 a 34 años (015)",59,125,122,4,97.6,3.2,
"De 35 a 39 años (016)",71,211,202,1,95.7,0.5,
"De 40 a 44 años (017)",62,217,203,,93.5,,
"De 45 a 49 años (018)",49,217,204,1,94,0.5,
"De 50 y más años (019)",118,613,525,,85.6,,
"Ocupada (020)",538,1410,1286,17,91.2,1.2,
"De 12 a 14 años (021)",3,,,,,,
"De 15 a 19 años (022)",42,6,6,2,100,33.3,
"De 20 a 24 años (023)",86,57,53,5,93,8.8,
"De 25 a 29 años (024)",66,64,62,4,96.9,6.3,
"De 30 a 34 años (025)",57,121,118,4,97.5,3.3,
"De 35 a 39 años (026)",69,199,192,1,96.5,0.5,
"De 40 a 44 años (027)",58,195,185,,94.9,,
"De 45 a 49 años (028)",46,201,189,1,94,0.5,
"De 50 y más años (029)",111,567,481,,84.8,,
"Desocupada (030)",62,115,106,1,92.2,0.9,
"De 12 a 14 años (031)",1,,,,,,
"De 15 a 19 años (032)",20,,,,,,
"De 20 a 24 años (033)",14,10,10,1,100,10,
"De 25 a 29 años (034)",9,5,5,,100,,
"De 30 a 34 años (035)",2,4,4,,100,,
"De 35 a 39 años (036)",2,12,10,,83.3,,
"De 40 a 44 años (037)",4,22,18,,81.8,,
"De 45 a 49 años (038)",3,16,15,,93.8,,
"De 50 y más años (039)",7,46,44,,95.7,,
