"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia BAGUA (000)",35697,27540,8157
"De 3 a 5 años (001)",5551,334,5217
"De 6 a 11 años (002)",11277,9018,2259
"De 12 a 16 años (003)",8888,8640,248
"De 17 a 24 años (004)",9981,9548,433
"Hombres (005)",18111,14067,4044
"De 3 a 5 años (006)",2807,161,2646
"De 6 a 11 años (007)",5774,4628,1146
"De 12 a 16 años (008)",4554,4443,111
"De 17 a 24 años (009)",4976,4835,141
"Mujeres (010)",17586,13473,4113
"De 3 a 5 años (011)",2744,173,2571
"De 6 a 11 años (012)",5503,4390,1113
"De 12 a 16 años (013)",4334,4197,137
"De 17 a 24 años (014)",5005,4713,292
,,,
"URBANA (015)",15442,13122,2320
"De 3 a 5 años (016)",2000,186,1814
"De 6 a 11 años (017)",4443,4025,418
"De 12 a 16 años (018)",4213,4182,31
"De 17 a 24 años (019)",4786,4729,57
"Hombres (020)",7716,6547,1169
"De 3 a 5 años (021)",997,93,904
"De 6 a 11 años (022)",2313,2088,225
"De 12 a 16 años (023)",2108,2089,19
"De 17 a 24 años (024)",2298,2277,21
"Mujeres (025)",7726,6575,1151
"De 3 a 5 años (026)",1003,93,910
"De 6 a 11 años (027)",2130,1937,193
"De 12 a 16 años (028)",2105,2093,12
"De 17 a 24 años (029)",2488,2452,36
,,,
"RURAL (030)",20255,14418,5837
"De 3 a 5 años (031)",3551,148,3403
"De 6 a 11 años (032)",6834,4993,1841
"De 12 a 16 años (033)",4675,4458,217
"De 17 a 24 años (034)",5195,4819,376
"Hombres (035)",10395,7520,2875
"De 3 a 5 años (036)",1810,68,1742
"De 6 a 11 años (037)",3461,2540,921
"De 12 a 16 años (038)",2446,2354,92
"De 17 a 24 años (039)",2678,2558,120
"Mujeres (040)",9860,6898,2962
"De 3 a 5 años (041)",1741,80,1661
"De 6 a 11 años (042)",3373,2453,920
"De 12 a 16 años (043)",2229,2104,125
"De 17 a 24 años (044)",2517,2261,256
