"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia PAITA",,,,,,,,,
"Viviendas particulares (001)",14150,6796,4124,1285,434,42,25,14,1430
"Ocupantes presentes (002)",65936,32166,18796,5769,2211,197,116,62,6619
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",14059,6782,4082,1264,434,41,24,14,1418
"Ocupantes presentes (005)",65635,32114,18649,5696,2211,196,113,62,6594
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",37,3,16,14,,1,1,,2
"Ocupantes presentes (008)",123,6,57,48,,1,3,,8
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",13,1,6,2,,,,,4
"Ocupantes presentes (011)",38,5,18,9,,,,,6
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",11,5,6,,,,,,
"Ocupantes presentes (014)",59,30,29,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",19,4,10,3,,,,,2
"Ocupantes presentes (020)",58,10,32,11,,,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",9,1,2,2,,,,,4
"Ocupantes presentes (023)",17,1,5,5,,,,,6
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,,2,,,,,,
"Ocupantes presentes (026)",6,,6,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",13689,6766,3916,1209,432,41,25,14,1286
"Ocupantes presentes (029)",63681,32017,17812,5371,2197,195,116,62,5911
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",13599,6752,3874,1188,432,40,24,14,1275
"Ocupantes presentes (032)",63382,31965,17665,5298,2197,194,113,62,5888
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",37,3,16,14,,1,1,,2
"Ocupantes presentes (035)",123,6,57,48,,1,3,,8
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",13,1,6,2,,,,,4
"Ocupantes presentes (038)",38,5,18,9,,,,,6
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",11,5,6,,,,,,
"Ocupantes presentes (041)",59,30,29,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",19,4,10,3,,,,,2
"Ocupantes presentes (047)",58,10,32,11,,,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",8,1,2,2,,,,,3
"Ocupantes presentes (050)",15,1,5,5,,,,,4
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",2,,2,,,,,,
"Ocupantes presentes (053)",6,,6,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",461,30,208,76,2,1,,,144
"Ocupantes presentes (056)",2255,149,984,398,14,2,,,708
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",460,30,208,76,2,1,,,143
"Ocupantes presentes (059)",2253,149,984,398,14,2,,,706
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
