"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia SANCHEZ CARRION",,,,,,,
"Viviendas particulares (001)",29513,4350,605,600,11871,506,11581
"Ocupantes presentes (002)",135592,21663,2969,2833,55103,2448,50576
"Casa independiente",,,,,,,
"Viviendas particulares (004)",28491,4233,581,595,11631,494,10957
"Ocupantes presentes (005)",130998,21085,2881,2809,53973,2388,47862
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",11,10,1,,,,
"Ocupantes presentes (008)",60,54,6,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",45,32,10,,,,3
"Ocupantes presentes (011)",190,148,26,,,,16
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",86,69,13,,,,4
"Ocupantes presentes (014)",418,341,56,,,,21
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",869,,,5,236,12,616
"Ocupantes presentes (017)",3884,,,24,1125,60,2675
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",3,2,,,,,1
"Ocupantes presentes (020)",18,16,,,,,2
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",8,4,,,4,,
"Ocupantes presentes (023)",24,19,,,5,,
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",7454,4265,585,75,1130,137,1262
"Ocupantes presentes (029)",35959,21262,2863,313,5215,740,5566
"Casa independiente",,,,,,,
"Viviendas particulares (031)",7305,4149,561,75,1129,137,1254
"Ocupantes presentes (032)",35254,20685,2775,313,5214,740,5527
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",11,10,1,,,,
"Ocupantes presentes (035)",60,54,6,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",45,32,10,,,,3
"Ocupantes presentes (038)",190,148,26,,,,16
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",86,69,13,,,,4
"Ocupantes presentes (041)",418,341,56,,,,21
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",3,2,,,,,1
"Ocupantes presentes (047)",18,16,,,,,2
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",4,3,,,1,,
"Ocupantes presentes (050)",19,18,,,1,,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",22059,85,20,525,10741,369,10319
"Ocupantes presentes (056)",99633,401,106,2520,49888,1708,45010
"Casa independiente",,,,,,,
"Viviendas particulares (058)",21186,84,20,520,10502,357,9703
"Ocupantes presentes (059)",95744,400,106,2496,48759,1648,42335
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",869,,,5,236,12,616
"Ocupantes presentes (071)",3884,,,24,1125,60,2675
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",4,1,,,3,,
"Ocupantes presentes (077)",5,1,,,4,,
"Otro tipo",,,,,,,
