"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA",,,,,,,,,
"Viviendas particulares (001)",46,21,3,1,5,1,3,4,8
"Ocupantes presentes (002)",177,79,13,3,20,5,15,15,27
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",46,21,3,1,5,1,3,4,8
"Ocupantes presentes (005)",177,79,13,3,20,5,15,15,27
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",26,12,3,,3,,3,,5
"Ocupantes presentes (029)",105,46,13,,15,,15,,16
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",26,12,3,,3,,3,,5
"Ocupantes presentes (032)",105,46,13,,15,,15,,16
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",20,9,,1,2,1,,4,3
"Ocupantes presentes (056)",72,33,,3,5,5,,15,11
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",20,9,,1,2,1,,4,3
"Ocupantes presentes (059)",72,33,,3,5,5,,15,11
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
