"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia HUANCABAMBA (000)",29857,348,12774,9931,2719,818,311,109,12,,2835
"Conviviente (001)",13915,172,6438,4643,1159,304,116,36,5,,1042
"Separado(a) (002)",2254,22,923,773,257,90,31,12,1,,145
"Casado(a) (003)",7969,73,3445,2824,833,245,98,30,1,,420
"Viudo(a) (004)",2910,49,1312,1035,214,83,23,19,4,,171
"Divorciado(a) (005)",147,3,56,44,22,4,5,2,,,11
"Soltero(a) (006)",2662,29,600,612,234,92,38,10,1,,1046
,,,,,,,,,,,
"URBANA (008)",4071,44,1224,1390,621,208,94,20,3,,467
"Conviviente (009)",1425,14,495,518,185,60,23,3,1,,126
"Separado(a) (010)",326,3,105,104,58,18,10,4,1,,23
"Casado(a) (011)",1418,18,399,504,260,92,42,8,,,95
"Viudo(a) (012)",318,4,118,112,39,6,6,3,1,,29
"Divorciado(a) (013)",24,1,9,7,5,1,,,,,1
"Soltero(a) (014)",560,4,98,145,74,31,13,2,,,193
,,,,,,,,,,,
"RURAL (016)",25786,304,11550,8541,2098,610,217,89,9,,2368
"Conviviente (017)",12490,158,5943,4125,974,244,93,33,4,,916
"Separado(a) (018)",1928,19,818,669,199,72,21,8,,,122
"Casado(a) (019)",6551,55,3046,2320,573,153,56,22,1,,325
"Viudo(a) (020)",2592,45,1194,923,175,77,17,16,3,,142
"Divorciado(a) (021)",123,2,47,37,17,3,5,2,,,10
"Soltero(a) (022)",2102,25,502,467,160,61,25,8,1,,853
