"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ACOMAYO (000)",7553,683,1069,4047,195,1477,82
"Conviviente (001)",2396,208,367,1330,49,424,18
"Separado(a) (002)",155,18,22,90,6,19,
"Casado(a) (003)",3192,269,429,1805,93,584,12
"Viudo(a) (004)",568,13,31,424,28,67,5
"Divorciado(a) (005)",34,4,1,24,,2,3
"Soltero(a) (006)",1208,171,219,374,19,381,44
"Hombres (008)",5051,415,897,3017,141,558,23
"Conviviente (009)",1647,135,316,1035,39,119,3
"Separado(a) (010)",54,6,11,34,,3,
"Casado(a) (011)",2248,186,371,1470,76,145,
"Viudo(a) (012)",226,5,11,176,9,22,3
"Divorciado(a) (013)",18,2,1,14,,1,
"Soltero(a) (014)",858,81,187,288,17,268,17
"Mujeres (016)",2502,268,172,1030,54,919,59
"Conviviente (017)",749,73,51,295,10,305,15
"Separado(a) (018)",101,12,11,56,6,16,
"Casado(a) (019)",944,83,58,335,17,439,12
"Viudo(a) (020)",342,8,20,248,19,45,2
"Divorciado(a) (021)",16,2,,10,,1,3
"Soltero(a) (022)",350,90,32,86,2,113,27
,,,,,,,
"URBANA (024)",4437,564,633,2243,102,843,52
"Conviviente (025)",1393,180,221,715,25,239,13
"Separado(a) (026)",97,15,17,47,4,14,
"Casado(a) (027)",1920,226,251,1027,53,355,8
"Viudo(a) (028)",308,11,18,234,11,33,1
"Divorciado(a) (029)",22,3,1,15,,1,2
"Soltero(a) (030)",697,129,125,205,9,201,28
"Hombres (032)",2801,343,505,1546,67,325,15
"Conviviente (033)",904,115,184,507,17,79,2
"Separado(a) (034)",31,6,9,13,,3,
"Casado(a) (035)",1272,152,203,780,41,96,
"Viudo(a) (036)",108,3,4,89,2,10,
"Divorciado(a) (037)",10,2,1,6,,1,
"Soltero(a) (038)",476,65,104,151,7,136,13
"Mujeres (040)",1636,221,128,697,35,518,37
"Conviviente (041)",489,65,37,208,8,160,11
"Separado(a) (042)",66,9,8,34,4,11,
"Casado(a) (043)",648,74,48,247,12,259,8
"Viudo(a) (044)",200,8,14,145,9,23,1
"Divorciado(a) (045)",12,1,,9,,,2
"Soltero(a) (046)",221,64,21,54,2,65,15
,,,,,,,
"RURAL (048)",3116,119,436,1804,93,634,30
"Conviviente (049)",1003,28,146,615,24,185,5
"Separado(a) (050)",58,3,5,43,2,5,
"Casado(a) (051)",1272,43,178,778,40,229,4
"Viudo(a) (052)",260,2,13,190,17,34,4
"Divorciado(a) (053)",12,1,,9,,1,1
"Soltero(a) (054)",511,42,94,169,10,180,16
"Hombres (056)",2250,72,392,1471,74,233,8
"Conviviente (057)",743,20,132,528,22,40,1
"Separado(a) (058)",23,,2,21,,,
"Casado(a) (059)",976,34,168,690,35,49,
"Viudo(a) (060)",118,2,7,87,7,12,3
"Divorciado(a) (061)",8,,,8,,,
"Soltero(a) (062)",382,16,83,137,10,132,4
"Mujeres (064)",866,47,44,333,19,401,22
"Conviviente (065)",260,8,14,87,2,145,4
"Separado(a) (066)",35,3,3,22,2,5,
"Casado(a) (067)",296,9,10,88,5,180,4
"Viudo(a) (068)",142,,6,103,10,22,1
"Divorciado(a) (069)",4,1,,1,,1,1
"Soltero(a) (070)",129,26,11,32,,48,12
