"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia REQUENA (000)",43345,9031,9008,8519,6780,4541,5466
"Conviviente (001)",17988,457,3773,5777,4077,2222,1682
"Separado(a) (002)",829,25,152,159,156,139,198
"Casado(a) (003)",7705,23,282,1140,1875,1793,2592
"Viudo(a) (004)",961,9,12,28,73,121,718
"Divorciado(a) (005)",59,,3,8,10,8,30
"Soltero(a) (006)",15803,8517,4786,1407,589,258,246
"Hombres (008)",23059,4772,4508,4395,3643,2575,3166
"Conviviente (009)",8791,97,1235,2910,2241,1306,1002
"Separado(a) (010)",324,4,17,48,61,74,120
"Casado(a) (011)",3853,7,80,454,854,926,1532
"Viudo(a) (012)",382,5,4,14,24,47,288
"Divorciado(a) (013)",34,,1,3,7,3,20
"Soltero(a) (014)",9675,4659,3171,966,456,219,204
"Mujeres (016)",20286,4259,4500,4124,3137,1966,2300
"Conviviente (017)",9197,360,2538,2867,1836,916,680
"Separado(a) (018)",505,21,135,111,95,65,78
"Casado(a) (019)",3852,16,202,686,1021,867,1060
"Viudo(a) (020)",579,4,8,14,49,74,430
"Divorciado(a) (021)",25,,2,5,3,5,10
"Soltero(a) (022)",6128,3858,1615,441,133,39,42
,,,,,,,
"URBANA (024)",25702,5579,5360,4925,4026,2707,3105
"Conviviente (025)",9748,233,1862,3216,2339,1272,826
"Separado(a) (026)",503,12,100,102,100,82,107
"Casado(a) (027)",4705,14,150,625,1169,1132,1615
"Viudo(a) (028)",542,8,6,19,42,71,396
"Divorciado(a) (029)",32,,,6,6,3,17
"Soltero(a) (030)",10172,5312,3242,957,370,147,144
"Hombres (032)",13349,2930,2679,2424,2064,1495,1757
"Conviviente (033)",4683,67,582,1539,1248,751,496
"Separado(a) (034)",165,3,11,28,35,37,51
"Casado(a) (035)",2328,3,49,247,509,571,949
"Viudo(a) (036)",188,4,1,8,13,21,141
"Divorciado(a) (037)",18,,,3,4,,11
"Soltero(a) (038)",5967,2853,2036,599,255,115,109
"Mujeres (040)",12353,2649,2681,2501,1962,1212,1348
"Conviviente (041)",5065,166,1280,1677,1091,521,330
"Separado(a) (042)",338,9,89,74,65,45,56
"Casado(a) (043)",2377,11,101,378,660,561,666
"Viudo(a) (044)",354,4,5,11,29,50,255
"Divorciado(a) (045)",14,,,3,2,3,6
"Soltero(a) (046)",4205,2459,1206,358,115,32,35
,,,,,,,
"RURAL (048)",17643,3452,3648,3594,2754,1834,2361
"Conviviente (049)",8240,224,1911,2561,1738,950,856
"Separado(a) (050)",326,13,52,57,56,57,91
"Casado(a) (051)",3000,9,132,515,706,661,977
"Viudo(a) (052)",419,1,6,9,31,50,322
"Divorciado(a) (053)",27,,3,2,4,5,13
"Soltero(a) (054)",5631,3205,1544,450,219,111,102
"Hombres (056)",9710,1842,1829,1971,1579,1080,1409
"Conviviente (057)",4108,30,653,1371,993,555,506
"Separado(a) (058)",159,1,6,20,26,37,69
"Casado(a) (059)",1525,4,31,207,345,355,583
"Viudo(a) (060)",194,1,3,6,11,26,147
"Divorciado(a) (061)",16,,1,,3,3,9
"Soltero(a) (062)",3708,1806,1135,367,201,104,95
"Mujeres (064)",7933,1610,1819,1623,1175,754,952
"Conviviente (065)",4132,194,1258,1190,745,395,350
"Separado(a) (066)",167,12,46,37,30,20,22
"Casado(a) (067)",1475,5,101,308,361,306,394
"Viudo(a) (068)",225,,3,3,20,24,175
"Divorciado(a) (069)",11,,2,2,1,2,4
"Soltero(a) (070)",1923,1399,409,83,18,7,7
