"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CALCA (000)",61513,25535,3435,1013,31644
"Sin Nivel (001)",12525,6144,285,77,6034
"Educación Inicial (002)",1775,1238,71,22,447
"Primaria (003)",26356,12816,910,281,12403
"Secundaria (004)",15841,5012,916,332,9602
"Sup. no Univ. Incompleta (005)",1407,105,136,45,1124
"Sup. no Univ. Completa (006)",1444,96,505,81,770
"Sup. Univ. Incompleta (007)",959,44,120,67,730
"Sup. Univ. Completa (008)",1206,80,492,108,534
"Hombres (010)",30990,12530,1726,628,16172
"Sin Nivel (011)",4448,2337,110,37,1973
"Educación Inicial (012)",906,617,40,11,239
"Primaria (013)",13633,6544,457,144,6514
"Secundaria (014)",9233,2857,485,234,5672
"Sup. no Univ. Incompleta (015)",799,58,77,30,636
"Sup. no Univ. Completa (016)",741,48,241,49,410
"Sup. Univ. Incompleta (017)",575,24,65,50,437
"Sup. Univ. Completa (018)",655,45,251,73,291
"Mujeres (020)",30523,13005,1709,385,15472
"Sin Nivel (021)",8077,3807,175,40,4061
"Educación Inicial (022)",869,621,31,11,208
"Primaria (023)",12723,6272,453,137,5889
"Secundaria (024)",6608,2155,431,98,3930
"Sup. no Univ. Incompleta (025)",608,47,59,15,488
"Sup. no Univ. Completa (026)",703,48,264,32,360
"Sup. Univ. Incompleta (027)",384,20,55,17,293
"Sup. Univ. Completa (028)",551,35,241,35,243
,,,,,
"URBANA (030)",21997,5041,2547,768,13687
"Sin Nivel (031)",2171,694,144,39,1296
"Educación Inicial (032)",530,295,51,14,173
"Primaria (033)",7511,2367,569,182,4403
"Secundaria (034)",7772,1495,719,263,5307
"Sup. no Univ. Incompleta (035)",1011,39,110,38,826
"Sup. no Univ. Completa (036)",1157,59,419,73,614
"Sup. Univ. Incompleta (037)",789,26,100,56,608
"Sup. Univ. Completa (038)",1056,66,435,103,460
"Hombres (040)",10884,2476,1248,481,6708
"Sin Nivel (041)",760,328,63,18,352
"Educación Inicial (042)",265,144,27,6,89
"Primaria (043)",3486,1157,275,95,1964
"Secundaria (044)",4218,752,356,180,2939
"Sup. no Univ. Incompleta (045)",554,18,59,26,452
"Sup. no Univ. Completa (046)",575,30,194,44,314
"Sup. Univ. Incompleta (047)",459,13,54,41,351
"Sup. Univ. Completa (048)",567,34,220,71,247
"Mujeres (050)",11113,2565,1299,287,6979
"Sin Nivel (051)",1411,366,81,21,944
"Educación Inicial (052)",265,151,24,8,84
"Primaria (053)",4025,1210,294,87,2439
"Secundaria (054)",3554,743,363,83,2368
"Sup. no Univ. Incompleta (055)",457,21,51,12,374
"Sup. no Univ. Completa (056)",582,29,225,29,300
"Sup. Univ. Incompleta (057)",330,13,46,15,257
"Sup. Univ. Completa (058)",489,32,215,32,213
,,,,,
"RURAL (060)",39516,20494,888,245,17957
"Sin Nivel (061)",10354,5450,141,38,4738
"Educación Inicial (062)",1245,943,20,8,274
"Primaria (063)",18845,10449,341,99,8000
"Secundaria (064)",8069,3517,197,69,4295
"Sup. no Univ. Incompleta (065)",396,66,26,7,298
"Sup. no Univ. Completa (066)",287,37,86,8,156
"Sup. Univ. Incompleta (067)",170,18,20,11,122
"Sup. Univ. Completa (068)",150,14,57,5,74
"Hombres (070)",20106,10054,478,147,9464
"Sin Nivel (071)",3688,2009,47,19,1621
"Educación Inicial (072)",641,473,13,5,150
"Primaria (073)",10147,5387,182,49,4550
"Secundaria (074)",5015,2105,129,54,2733
"Sup. no Univ. Incompleta (075)",245,40,18,4,184
"Sup. no Univ. Completa (076)",166,18,47,5,96
"Sup. Univ. Incompleta (077)",116,11,11,9,86
"Sup. Univ. Completa (078)",88,11,31,2,44
"Mujeres (080)",19410,10440,410,98,8493
"Sin Nivel (081)",6666,3441,94,19,3117
"Educación Inicial (082)",604,470,7,3,124
"Primaria (083)",8698,5062,159,50,3450
"Secundaria (084)",3054,1412,68,15,1562
"Sup. no Univ. Incompleta (085)",151,26,8,3,114
"Sup. no Univ. Completa (086)",121,19,39,3,60
"Sup. Univ. Incompleta (087)",54,7,9,2,36
"Sup. Univ. Completa (088)",62,3,26,3,30
