"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUARMEY (000)",10485,7213,990,889,1393
"Empleado (001)",2135,714,258,392,771
"Obrero (002)",2997,1456,462,465,614
"Trabajador independiente (003)",4534,4312,222,,
"Empleador o patrono (004)",190,146,15,23,6
"Trabajador familiar no remunerado (005)",533,489,33,9,2
"Trabajador del hogar (006)",96,96,,,
"De 06 a 14 años (008)",113,93,13,2,5
"Empleado (009)",9,8,1,,
"Obrero (010)",23,14,2,2,5
"Trabajador independiente (011)",28,28,,,
"Trabajador familiar no remunerado (013)",50,40,10,,
"Trabajador del hogar (014)",3,3,,,
"De 15 a 29 años (016)",3256,2166,360,271,459
"Empleado (017)",656,273,86,99,198
"Obrero (018)",1194,578,196,163,257
"Trabajador independiente (019)",1079,1017,62,,
"Empleador o patrono (020)",35,24,2,6,3
"Trabajador familiar no remunerado (021)",245,227,14,3,1
"Trabajador del hogar (022)",47,47,,,
"De 30 a 44 años (024)",3917,2527,384,402,604
"Empleado (025)",950,273,118,194,365
"Obrero (026)",1060,470,160,194,236
"Trabajador independiente (027)",1685,1592,93,,
"Empleador o patrono (028)",73,51,9,11,2
"Trabajador familiar no remunerado (029)",123,115,4,3,1
"Trabajador del hogar (030)",26,26,,,
"De 45 a 64 años (032)",2519,1813,202,199,305
"Empleado (033)",490,142,51,94,203
"Obrero (034)",595,311,86,97,101
"Trabajador independiente (035)",1281,1223,58,,
"Empleador o patrono (036)",60,51,3,5,1
"Trabajador familiar no remunerado (037)",79,72,4,3,
"Trabajador del hogar (038)",14,14,,,
"De 65 y más años (040)",680,614,31,15,20
"Empleado (041)",30,18,2,5,5
"Obrero (042)",125,83,18,9,15
"Trabajador independiente (043)",461,452,9,,
"Empleador o patrono (044)",22,20,1,1,
"Trabajador familiar no remunerado (045)",36,35,1,,
"Trabajador del hogar (046)",6,6,,,
,,,,,
"URBANA (048)",7999,5177,775,777,1270
"Empleado (049)",2016,649,239,382,746
"Obrero (050)",2127,914,326,371,516
"Trabajador independiente (051)",3326,3142,184,,
"Empleador o patrono (052)",165,133,8,18,6
"Trabajador familiar no remunerado (053)",280,254,18,6,2
"Trabajador del hogar (054)",85,85,,,
"De 06 a 14 años (056)",83,69,9,1,4
