"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CAJABAMBA (000)",21089,618,7250,6729,4761,1731
"Empleado (001)",2206,25,632,1080,438,31
"Obrero (002)",3095,61,1295,975,599,165
"Trabajador independiente (003)",11633,114,3116,3881,3196,1326
"Empleador o patrono (004)",146,2,43,40,38,23
"Trabajador familiar no remunerado (005)",3464,372,1905,639,393,155
"Trabajador del hogar (006)",545,44,259,114,97,31
"Hombres (008)",16909,483,5832,5260,3835,1499
"Empleado (009)",1184,15,345,569,233,22
"Obrero (010)",2804,55,1177,875,542,155
"Trabajador independiente (011)",10054,100,2663,3332,2772,1187
"Empleador o patrono (012)",123,2,35,34,31,21
"Trabajador familiar no remunerado (013)",2713,306,1599,444,252,112
"Trabajador del hogar (014)",31,5,13,6,5,2
"Mujeres (016)",4180,135,1418,1469,926,232
"Empleado (017)",1022,10,287,511,205,9
"Obrero (018)",291,6,118,100,57,10
"Trabajador independiente (019)",1579,14,453,549,424,139
"Empleador o patrono (020)",23,,8,6,7,2
"Trabajador familiar no remunerado (021)",751,66,306,195,141,43
"Trabajador del hogar (022)",514,39,246,108,92,29
,,,,,,
"URBANA (024)",5854,103,1759,2218,1434,340
"Empleado (025)",1878,19,522,928,382,27
"Obrero (026)",719,12,268,234,165,40
"Trabajador independiente (027)",2564,16,680,898,746,224
"Empleador o patrono (028)",67,,27,16,20,4
"Trabajador familiar no remunerado (029)",353,36,123,86,78,30
"Trabajador del hogar (030)",273,20,139,56,43,15
"Hombres (032)",3601,61,1131,1287,889,233
"Empleado (033)",1010,14,293,487,195,21
"Obrero (034)",645,11,248,206,143,37
"Trabajador independiente (035)",1710,12,483,552,508,155
"Empleador o patrono (036)",50,,20,13,14,3
"Trabajador familiar no remunerado (037)",174,23,82,26,27,16
"Trabajador del hogar (038)",12,1,5,3,2,1
"Mujeres (040)",2253,42,628,931,545,107
"Empleado (041)",868,5,229,441,187,6
"Obrero (042)",74,1,20,28,22,3
"Trabajador independiente (043)",854,4,197,346,238,69
"Empleador o patrono (044)",17,,7,3,6,1
"Trabajador familiar no remunerado (045)",179,13,41,60,51,14
"Trabajador del hogar (046)",261,19,134,53,41,14
,,,,,,
"RURAL (048)",15235,515,5491,4511,3327,1391
"Empleado (049)",328,6,110,152,56,4
"Obrero (050)",2376,49,1027,741,434,125
"Trabajador independiente (051)",9069,98,2436,2983,2450,1102
"Empleador o patrono (052)",79,2,16,24,18,19
"Trabajador familiar no remunerado (053)",3111,336,1782,553,315,125
"Trabajador del hogar (054)",272,24,120,58,54,16
"Hombres (056)",13308,422,4701,3973,2946,1266
"Empleado (057)",174,1,52,82,38,1
"Obrero (058)",2159,44,929,669,399,118
"Trabajador independiente (059)",8344,88,2180,2780,2264,1032
"Empleador o patrono (060)",73,2,15,21,17,18
"Trabajador familiar no remunerado (061)",2539,283,1517,418,225,96
"Trabajador del hogar (062)",19,4,8,3,3,1
"Mujeres (064)",1927,93,790,538,381,125
"Empleado (065)",154,5,58,70,18,3
"Obrero (066)",217,5,98,72,35,7
"Trabajador independiente (067)",725,10,256,203,186,70
"Empleador o patrono (068)",6,,1,3,1,1
"Trabajador familiar no remunerado (069)",572,53,265,135,90,29
"Trabajador del hogar (070)",253,20,112,55,51,15
