"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CAYLLOMA (000)",32911,24326,4252,2121,2212
"Empleado (001)",3991,1752,707,676,856
"Obrero (002)",10748,5988,2091,1333,1336
"Trabajador independiente (003)",12401,11462,939,,
"Empleador o patrono (004)",1103,929,115,48,11
"Trabajador familiar no remunerado (005)",4359,3886,400,64,9
"Trabajador del hogar (006)",309,309,,,
"De 06 a 14 años (008)",632,531,79,22,
"Empleado (009)",39,28,6,5,
"Obrero (010)",126,96,22,8,
"Trabajador independiente (011)",67,60,7,,
"Empleador o patrono (012)",5,4,,1,
"Trabajador familiar no remunerado (013)",358,306,44,8,
"Trabajador del hogar (014)",37,37,,,
"De 15 a 29 años (016)",10954,7353,1671,899,1031
"Empleado (017)",1863,945,356,255,307
"Obrero (018)",4712,2484,904,607,717
"Trabajador independiente (019)",2791,2531,260,,
"Empleador o patrono (020)",120,90,17,9,4
"Trabajador familiar no remunerado (021)",1278,1113,134,28,3
"Trabajador del hogar (022)",190,190,,,
"De 30 a 44 años (024)",11418,8115,1565,832,906
"Empleado (025)",1510,545,267,303,395
"Obrero (026)",3908,2091,820,494,503
"Trabajador independiente (027)",4425,4094,331,,
"Empleador o patrono (028)",320,254,44,17,5
"Trabajador familiar no remunerado (029)",1202,1078,103,18,3
"Trabajador del hogar (030)",53,53,,,
"De 45 a 64 años (032)",7609,6215,800,334,260
"Empleado (033)",543,209,75,109,150
"Obrero (034)",1724,1107,305,204,108
"Trabajador independiente (035)",3796,3515,281,,
"Empleador o patrono (036)",453,396,42,13,2
"Trabajador familiar no remunerado (037)",1070,965,97,8,
"Trabajador del hogar (038)",23,23,,,
"De 65 y más años (040)",2298,2112,137,34,15
"Empleado (041)",36,25,3,4,4
"Obrero (042)",278,210,40,20,8
"Trabajador independiente (043)",1322,1262,60,,
"Empleador o patrono (044)",205,185,12,8,
"Trabajador familiar no remunerado (045)",451,424,22,2,3
"Trabajador del hogar (046)",6,6,,,
,,,,,
"URBANA (048)",21243,14404,3448,1768,1623
"Empleado (049)",3382,1526,601,584,671
"Obrero (050)",6525,2784,1709,1098,934
"Trabajador independiente (051)",8429,7682,747,,
"Empleador o patrono (052)",476,349,81,35,11
