"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CELENDIN (000)",82653,4389,22985,16181,11552,9588,6814,4804,6340
"Quechua (001)",33,2,7,4,8,3,4,4,1
"Aymara (002)",19,3,6,1,1,2,,3,3
"Ashaninca (003)",12,,3,3,1,,3,,2
"Otra lengua nativa (004)",9,1,2,2,2,,1,1,
"Castellano (005)",82166,4367,22920,16114,11473,9479,6745,4766,6302
"Idioma extranjero (006)",2,,,1,1,,,,
"Es sordomudo/a (007)",412,16,47,56,66,104,61,30,32
"Hombres (009)",40538,2177,11622,7966,5632,4528,3299,2329,2985
"Quechua (010)",16,1,4,3,5,2,1,,
"Aymara (011)",8,1,3,,1,,,1,2
"Ashaninca (012)",4,,1,1,,,1,,1
"Otra lengua nativa (013)",5,1,1,1,1,,1,,
"Castellano (014)",40296,2164,11589,7936,5589,4475,3268,2310,2965
"Idioma extranjero (015)",1,,,,1,,,,
"Es sordomudo/a (016)",208,10,24,25,35,51,28,18,17
"Mujeres (018)",42115,2212,11363,8215,5920,5060,3515,2475,3355
"Quechua (019)",17,1,3,1,3,1,3,4,1
"Aymara (020)",11,2,3,1,,2,,2,1
"Ashaninca (021)",8,,2,2,1,,2,,1
"Otra lengua nativa (022)",4,,1,1,1,,,1,
"Castellano (023)",41870,2203,11331,8178,5884,5004,3477,2456,3337
"Idioma extranjero (024)",1,,,1,,,,,
"Es sordomudo/a (025)",204,6,23,31,31,53,33,12,15
,,,,,,,,,
"URBANA (027)",20887,883,4871,4412,3001,2629,1883,1308,1900
"Quechua (028)",14,1,,2,4,1,4,2,
"Aymara (029)",7,,2,,1,1,,1,2
"Ashaninca (030)",4,,2,,,,1,,1
"Otra lengua nativa (031)",5,1,2,1,1,,,,
"Castellano (032)",20799,881,4855,4401,2992,2612,1867,1300,1891
"Idioma extranjero (033)",2,,,1,1,,,,
"Es sordomudo/a (034)",56,,10,7,2,15,11,5,6
"Hombres (036)",10031,450,2461,2115,1440,1201,887,594,883
"Quechua (037)",6,1,,1,2,1,1,,
"Aymara (038)",4,,1,,1,,,1,1
"Otra lengua nativa (040)",3,1,1,1,,,,,
"Castellano (041)",9984,448,2454,2109,1435,1191,880,589,878
"Idioma extranjero (042)",1,,,,1,,,,
"Es sordomudo/a (043)",33,,5,4,1,9,6,4,4
"Mujeres (045)",10856,433,2410,2297,1561,1428,996,714,1017
"Quechua (046)",8,,,1,2,,3,2,
"Aymara (047)",3,,1,,,1,,,1
"Ashaninca (048)",4,,2,,,,1,,1
"Otra lengua nativa (049)",2,,1,,1,,,,
"Castellano (050)",10815,433,2401,2292,1557,1421,987,711,1013
"Idioma extranjero (051)",1,,,1,,,,,
"Es sordomudo/a (052)",23,,5,3,1,6,5,1,2
,,,,,,,,,
"RURAL (054)",61766,3506,18114,11769,8551,6959,4931,3496,4440
"Quechua (055)",19,1,7,2,4,2,,2,1
"Aymara (056)",12,3,4,1,,1,,2,1
"Ashaninca (057)",8,,1,3,1,,2,,1
"Otra lengua nativa (058)",4,,,1,1,,1,1,
"Castellano (059)",61367,3486,18065,11713,8481,6867,4878,3466,4411
"Es sordomudo/a (061)",356,16,37,49,64,89,50,25,26
"Hombres (063)",30507,1727,9161,5851,4192,3327,2412,1735,2102
"Quechua (064)",10,,4,2,3,1,,,
"Aymara (065)",4,1,2,,,,,,1
"Ashaninca (066)",4,,1,1,,,1,,1
"Otra lengua nativa (067)",2,,,,1,,1,,
"Castellano (068)",30312,1716,9135,5827,4154,3284,2388,1721,2087
"Es sordomudo/a (070)",175,10,19,21,34,42,22,14,13
"Mujeres (072)",31259,1779,8953,5918,4359,3632,2519,1761,2338
"Quechua (073)",9,1,3,,1,1,,2,1
"Aymara (074)",8,2,2,1,,1,,2,
"Ashaninca (075)",4,,,2,1,,1,,
"Otra lengua nativa (076)",2,,,1,,,,1,
"Castellano (077)",31055,1770,8930,5886,4327,3583,2490,1745,2324
"Es sordomudo/a (079)",181,6,18,28,30,47,28,11,13
