"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia JORGE BASADRE (000)",5718,32,1751,2078,1579,278
"Empleado (001)",1527,1,512,646,346,22
"Obrero (002)",2371,5,790,856,665,55
"Trabajador independiente (003)",984,3,167,321,362,131
"Empleador o patrono (004)",178,,15,51,78,34
"Trabajador familiar no remunerado (005)",426,21,145,127,100,33
"Trabajador del hogar (006)",85,2,50,24,9,
"Desocupado (008)",147,,72,53,19,3
"Hombres (009)",4125,16,1198,1514,1188,209
"Empleado (010)",1095,1,333,466,274,21
"Obrero (011)",2070,4,647,773,594,52
"Trabajador independiente (012)",593,1,96,175,222,99
"Empleador o patrono (013)",128,,7,36,59,26
"Trabajador familiar no remunerado (014)",159,9,77,36,28,9
"Trabajador del hogar (015)",8,1,3,4,,
"Desocupado (017)",72,,35,24,11,2
"Mujeres (018)",1593,16,553,564,391,69
"Empleado (019)",432,,179,180,72,1
"Obrero (020)",301,1,143,83,71,3
"Trabajador independiente (021)",391,2,71,146,140,32
"Empleador o patrono (022)",50,,8,15,19,8
"Trabajador familiar no remunerado (023)",267,12,68,91,72,24
"Trabajador del hogar (024)",77,1,47,20,9,
"Desocupado (026)",75,,37,29,8,1
,,,,,,
"URBANA (027)",3455,7,1072,1306,975,95
"Empleado (028)",1264,,422,527,301,14
"Obrero (029)",1488,2,437,539,471,39
"Trabajador independiente (030)",384,2,75,137,136,34
"Empleador o patrono (031)",37,,5,12,17,3
"Trabajador familiar no remunerado (032)",113,1,46,35,27,4
"Trabajador del hogar (033)",77,2,44,22,9,
"Desocupado (035)",92,,43,34,14,1
"Hombres (036)",2601,5,745,991,781,79
"Empleado (037)",936,,290,392,240,14
"Obrero (038)",1358,2,372,500,446,38
"Trabajador independiente (039)",190,1,34,64,66,25
"Empleador o patrono (040)",25,,2,10,11,2
"Trabajador familiar no remunerado (041)",39,1,22,6,10,
"Trabajador del hogar (042)",4,1,,3,,
"Desocupado (044)",49,,25,16,8,
"Mujeres (045)",854,2,327,315,194,16
"Empleado (046)",328,,132,135,61,
"Obrero (047)",130,,65,39,25,1
"Trabajador independiente (048)",194,1,41,73,70,9
"Empleador o patrono (049)",12,,3,2,6,1
"Trabajador familiar no remunerado (050)",74,,24,29,17,4
"Trabajador del hogar (051)",73,1,44,19,9,
"Desocupado (053)",43,,18,18,6,1
,,,,,,
"RURAL (054)",2263,25,679,772,604,183
"Empleado (055)",263,1,90,119,45,8
"Obrero (056)",883,3,353,317,194,16
"Trabajador independiente (057)",600,1,92,184,226,97
"Empleador o patrono (058)",141,,10,39,61,31
"Trabajador familiar no remunerado (059)",313,20,99,92,73,29
"Trabajador del hogar (060)",8,,6,2,,
"Desocupado (062)",55,,29,19,5,2
"Hombres (063)",1524,11,453,523,407,130
"Empleado (064)",159,1,43,74,34,7
"Obrero (065)",712,2,275,273,148,14
"Trabajador independiente (066)",403,,62,111,156,74
"Empleador o patrono (067)",103,,5,26,48,24
"Trabajador familiar no remunerado (068)",120,8,55,30,18,9
"Trabajador del hogar (069)",4,,3,1,,
"Desocupado (071)",23,,10,8,3,2
"Mujeres (072)",739,14,226,249,197,53
"Empleado (073)",104,,47,45,11,1
"Obrero (074)",171,1,78,44,46,2
"Trabajador independiente (075)",197,1,30,73,70,23
"Empleador o patrono (076)",38,,5,13,13,7
"Trabajador familiar no remunerado (077)",193,12,44,62,55,20
"Trabajador del hogar (078)",4,,3,1,,
"Desocupado (080)",32,,19,11,2,
