"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CAYLLOMA (000)",895,172,723
"Sin nivel (001)",60,5,55
"Educación inicial (002)",4,1,3
"Primaria (003)",235,42,193
"Secundaria (004)",374,75,299
"Superior no univ. incompleta (005)",70,11,59
"Superior no univ. completa (006)",82,20,62
"Superior univ. incompleta (007)",29,4,25
"Superior univ. completa (008)",41,14,27
"Hombres (010)",588,107,481
"Sin nivel (011)",30,2,28
"Educación inicial (012)",2,1,1
"Primaria (013)",143,28,115
"Secundaria (014)",264,44,220
"Superior no univ. incompleta (015)",47,8,39
"Superior no univ. completa (016)",52,10,42
"Superior univ. incompleta (017)",24,3,21
"Superior univ. completa (018)",26,11,15
"Mujeres (020)",307,65,242
"Sin nivel (021)",30,3,27
"Educación inicial (022)",2,,2
"Primaria (023)",92,14,78
"Secundaria (024)",110,31,79
"Superior no univ. incompleta (025)",23,3,20
"Superior no univ. completa (026)",30,10,20
"Superior univ. incompleta (027)",5,1,4
"Superior univ. completa (028)",15,3,12
,,,
"AREA URBANA (030)",700,120,580
"Sin nivel (031)",41,3,38
"Educación inicial (032)",4,1,3
"Primaria (033)",194,29,165
"Secundaria (034)",298,53,245
"Superior no univ. incompleta (035)",58,10,48
"Superior no univ. completa (036)",58,12,46
"Superior univ. incompleta (037)",20,2,18
"Superior univ. completa (038)",27,10,17
"Hombres (040)",448,68,380
"Sin nivel (041)",18,1,17
"Educación inicial (042)",2,1,1
"Primaria (043)",115,17,98
"Secundaria (044)",204,29,175
"Superior no univ. incompleta (045)",37,7,30
"Superior no univ. completa (046)",36,5,31
"Superior univ. incompleta (047)",18,1,17
"Superior univ. completa (048)",18,7,11
"Mujeres (050)",252,52,200
"Sin nivel (051)",23,2,21
"Educación inicial (052)",2,,2
"Primaria (053)",79,12,67
"Secundaria (054)",94,24,70
"Superior no univ. incompleta (055)",21,3,18
"Superior no univ. completa (056)",22,7,15
"Superior univ. incompleta (057)",2,1,1
"Superior univ. completa (058)",9,3,6
,,,
"AREA RURAL (060)",195,52,143
"Sin nivel (061)",19,2,17
"Primaria (063)",41,13,28
"Secundaria (064)",76,22,54
"Superior no univ. incompleta (065)",12,1,11
"Superior no univ. completa (066)",24,8,16
"Superior univ. incompleta (067)",9,2,7
"Superior univ. completa (068)",14,4,10
"Hombres (070)",140,39,101
"Sin nivel (071)",12,1,11
"Primaria (073)",28,11,17
"Secundaria (074)",60,15,45
"Superior no univ. incompleta (075)",10,1,9
"Superior no univ. completa (076)",16,5,11
"Superior univ. incompleta (077)",6,2,4
"Superior univ. completa (078)",8,4,4
"Mujeres (080)",55,13,42
"Sin nivel (081)",7,1,6
"Primaria (083)",13,2,11
"Secundaria (084)",16,7,9
"Superior no univ. incompleta (085)",2,,2
"Superior no univ. completa (086)",8,3,5
"Superior univ. incompleta (087)",3,,3
"Superior univ. completa (088)",6,,6
