"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CANTA (000)",3746,3570,12,734,729,616,779,414,204,82,176,12751
"De 12 a 14 años (001)",3,,,,,,,,,,3,
"De 15 a 19 años (002)",98,87,3,73,10,,1,,,,11,97
"De 20 a 24 años (003)",374,325,3,238,63,18,2,1,,,49,433
"De 25 a 29 años (004)",424,394,,158,154,65,17,,,,30,734
"De 30 a 34 años (005)",408,392,,76,146,100,64,5,1,,16,984
"De 35 a 39 años (006)",398,384,1,39,97,108,113,22,4,,14,1217
"De 40 a 44 años (007)",340,327,,22,61,83,102,48,7,4,13,1255
"De 45 a 49 años (008)",305,298,,29,40,64,92,45,23,5,7,1237
"De 50 y más años (009)",1396,1363,5,99,158,178,388,293,169,73,33,6794
"PEA (010)",1653,1563,5,332,341,276,342,168,74,25,90,5321
"De 15 a 19 años (012)",23,19,1,14,4,,,,,,4,22
"De 20 a 24 años (013)",140,113,1,86,17,7,1,1,,,27,152
"De 25 a 29 años (014)",186,168,,86,56,21,5,,,,18,284
"De 30 a 34 años (015)",219,209,,50,81,51,24,2,1,,10,485
"De 35 a 39 años (016)",220,210,1,23,56,57,58,13,2,,10,655
"De 40 a 44 años (017)",179,173,,14,35,41,54,23,4,2,6,651
"De 45 a 49 años (018)",171,165,,18,29,37,50,19,7,5,6,639
"De 50 y más años (019)",515,506,2,41,63,62,150,110,60,18,9,2433
"Ocupada (020)",1633,1547,5,327,338,272,342,167,71,25,86,5266
"De 15 a 19 años (022)",21,18,1,13,4,,,,,,3,21
"De 20 a 24 años (023)",138,112,1,85,17,7,1,1,,,26,151
"De 25 a 29 años (024)",182,165,,83,56,21,5,,,,17,281
