"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia TARMA (000)",1813,487,1326
"De 14 a 29 años (001)",996,396,600
"De 30 a 44 años (002)",485,75,410
"De 45 a 64 años (003)",280,16,264
"De 65 y más años (004)",52,,52
"Hombres (005)",1179,287,892
"De 14 a 29 años (006)",600,231,369
"De 30 a 44 años (007)",313,42,271
"De 45 a 64 años (008)",221,14,207
"De 65 y más años (009)",45,,45
"Mujeres (010)",634,200,434
"De 14 a 29 años (011)",396,165,231
"De 30 a 44 años (012)",172,33,139
"De 45 a 64 años (013)",59,2,57
"De 65 y más años (014)",7,,7
,,,
"AREA URBANA (015)",1465,394,1071
"De 14 a 29 años (016)",783,312,471
"De 30 a 44 años (017)",413,68,345
"De 45 a 64 años (018)",231,14,217
"De 65 y más años (019)",38,,38
"Hombres (020)",948,225,723
"De 14 a 29 años (021)",469,177,292
"De 30 a 44 años (022)",259,36,223
"De 45 a 64 años (023)",186,12,174
"De 65 y más años (024)",34,,34
"Mujeres (025)",517,169,348
"De 14 a 29 años (026)",314,135,179
"De 30 a 44 años (027)",154,32,122
"De 45 a 64 años (028)",45,2,43
"De 65 y más años (029)",4,,4
,,,
"AREA RURAL (030)",348,93,255
"De 14 a 29 años (031)",213,84,129
"De 30 a 44 años (032)",72,7,65
"De 45 a 64 años (033)",49,2,47
"De 65 y más años (034)",14,,14
"Hombres (035)",231,62,169
"De 14 a 29 años (036)",131,54,77
"De 30 a 44 años (037)",54,6,48
"De 45 a 64 años (038)",35,2,33
"De 65 y más años (039)",11,,11
"Mujeres (040)",117,31,86
"De 14 a 29 años (041)",82,30,52
"De 30 a 44 años (042)",18,1,17
"De 45 a 64 años (043)",14,,14
"De 65 y más años (044)",3,,3
