"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia CANTA (000)",5341,4562,779
"De 3 a 5 años (001)",736,94,642
"De 6 a 11 años (002)",1477,1370,107
"De 12 a 16 años (003)",1335,1324,11
"De 17 a 24 años (004)",1793,1774,19
"Hombres (005)",2750,2350,400
"De 3 a 5 años (006)",382,48,334
"De 6 a 11 años (007)",731,680,51
"De 12 a 16 años (008)",688,683,5
"De 17 a 24 años (009)",949,939,10
"Mujeres (010)",2591,2212,379
"De 3 a 5 años (011)",354,46,308
"De 6 a 11 años (012)",746,690,56
"De 12 a 16 años (013)",647,641,6
"De 17 a 24 años (014)",844,835,9
,,,
"URBANA (015)",2372,2034,338
"De 3 a 5 años (016)",320,40,280
"De 6 a 11 años (017)",700,654,46
"De 12 a 16 años (018)",628,625,3
"De 17 a 24 años (019)",724,715,9
"Hombres (020)",1224,1055,169
"De 3 a 5 años (021)",169,21,148
"De 6 a 11 años (022)",348,332,16
"De 12 a 16 años (023)",315,313,2
"De 17 a 24 años (024)",392,389,3
"Mujeres (025)",1148,979,169
"De 3 a 5 años (026)",151,19,132
"De 6 a 11 años (027)",352,322,30
"De 12 a 16 años (028)",313,312,1
"De 17 a 24 años (029)",332,326,6
,,,
"RURAL (030)",2969,2528,441
"De 3 a 5 años (031)",416,54,362
"De 6 a 11 años (032)",777,716,61
"De 12 a 16 años (033)",707,699,8
"De 17 a 24 años (034)",1069,1059,10
"Hombres (035)",1526,1295,231
"De 3 a 5 años (036)",213,27,186
"De 6 a 11 años (037)",383,348,35
"De 12 a 16 años (038)",373,370,3
"De 17 a 24 años (039)",557,550,7
"Mujeres (040)",1443,1233,210
"De 3 a 5 años (041)",203,27,176
"De 6 a 11 años (042)",394,368,26
"De 12 a 16 años (043)",334,329,5
"De 17 a 24 años (044)",512,509,3
