"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia JORGE BASADRE (000)",2359,18,810,753,315,116,47,10,6,,284
"Sin Nivel (001)",308,7,132,94,41,8,6,3,,,17
"Educación Inicial (002)",1,,,,1,,,,,,
"Primaria (003)",542,8,249,156,52,25,4,2,3,,43
"Secundaria (004)",742,1,304,261,63,18,11,1,,,83
"Sup. no Univ. Incompleta (005)",146,1,42,59,15,7,2,,,,20
"Sup. no Univ. Completa (006)",219,,28,74,53,18,5,,3,,38
"Sup. Univ. Incompleta (007)",102,1,21,38,15,6,1,,,,20
"Sup. Univ. Completa (008)",299,,34,71,75,34,18,4,,,63
,,,,,,,,,,,
"URBANA (010)",1376,7,396,449,211,77,33,7,3,,193
"Sin Nivel (011)",86,3,40,26,9,2,1,2,,,3
"Educación Inicial (012)",1,,,,1,,,,,,
"Primaria (013)",249,4,107,77,27,11,1,1,1,,20
"Secundaria (014)",464,,169,164,42,13,11,1,,,64
"Sup. no Univ. Incompleta (015)",90,,22,43,8,4,1,,,,12
"Sup. no Univ. Completa (016)",168,,20,56,44,12,4,,2,,30
"Sup. Univ. Incompleta (017)",74,,14,26,14,5,1,,,,14
"Sup. Univ. Completa (018)",244,,24,57,66,30,14,3,,,50
,,,,,,,,,,,
"RURAL (020)",983,11,414,304,104,39,14,3,3,,91
"Sin Nivel (021)",222,4,92,68,32,6,5,1,,,14
"Primaria (023)",293,4,142,79,25,14,3,1,2,,23
"Secundaria (024)",278,1,135,97,21,5,,,,,19
"Sup. no Univ. Incompleta (025)",56,1,20,16,7,3,1,,,,8
"Sup. no Univ. Completa (026)",51,,8,18,9,6,1,,1,,8
"Sup. Univ. Incompleta (027)",28,1,7,12,1,1,,,,,6
"Sup. Univ. Completa (028)",55,,10,14,9,4,4,1,,,13
