"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PACASMAYO (000)",1776,388,1388
"Sin nivel (001)",103,6,97
"Educación inicial (002)",2,2,
"Primaria (003)",450,71,379
"Secundaria (004)",625,164,461
"Superior no univ. incompleta (005)",128,37,91
"Superior no univ. completa (006)",256,64,192
"Superior univ. incompleta (007)",59,20,39
"Superior univ. completa (008)",153,24,129
"Hombres (010)",1308,239,1069
"Sin nivel (011)",69,4,65
"Primaria (013)",360,51,309
"Secundaria (014)",497,109,388
"Superior no univ. incompleta (015)",90,24,66
"Superior no univ. completa (016)",155,26,129
"Superior univ. incompleta (017)",40,15,25
"Superior univ. completa (018)",97,10,87
"Mujeres (020)",468,149,319
"Sin nivel (021)",34,2,32
"Educación inicial (022)",2,2,
"Primaria (023)",90,20,70
"Secundaria (024)",128,55,73
"Superior no univ. incompleta (025)",38,13,25
"Superior no univ. completa (026)",101,38,63
"Superior univ. incompleta (027)",19,5,14
"Superior univ. completa (028)",56,14,42
,,,
"AREA URBANA (030)",1588,346,1242
"Sin nivel (031)",80,5,75
"Educación inicial (032)",2,2,
"Primaria (033)",365,56,309
"Secundaria (034)",561,145,416
"Superior no univ. incompleta (035)",123,36,87
"Superior no univ. completa (036)",246,58,188
"Superior univ. incompleta (037)",58,20,38
"Superior univ. completa (038)",153,24,129
"Hombres (040)",1168,213,955
"Sin nivel (041)",53,3,50
"Primaria (043)",298,40,258
"Secundaria (044)",448,99,349
"Superior no univ. incompleta (045)",85,23,62
"Superior no univ. completa (046)",148,23,125
"Superior univ. incompleta (047)",39,15,24
"Superior univ. completa (048)",97,10,87
"Mujeres (050)",420,133,287
"Sin nivel (051)",27,2,25
"Educación inicial (052)",2,2,
"Primaria (053)",67,16,51
"Secundaria (054)",113,46,67
"Superior no univ. incompleta (055)",38,13,25
"Superior no univ. completa (056)",98,35,63
"Superior univ. incompleta (057)",19,5,14
"Superior univ. completa (058)",56,14,42
,,,
"AREA RURAL (060)",188,42,146
"Sin nivel (061)",23,1,22
"Primaria (063)",85,15,70
"Secundaria (064)",64,19,45
"Superior no univ. incompleta (065)",5,1,4
"Superior no univ. completa (066)",10,6,4
"Superior univ. incompleta (067)",1,,1
"Hombres (070)",140,26,114
"Sin nivel (071)",16,1,15
"Primaria (073)",62,11,51
"Secundaria (074)",49,10,39
"Superior no univ. incompleta (075)",5,1,4
"Superior no univ. completa (076)",7,3,4
"Superior univ. incompleta (077)",1,,1
"Mujeres (080)",48,16,32
"Sin nivel (081)",7,,7
"Primaria (083)",23,4,19
"Secundaria (084)",15,9,6
"Superior no univ. completa (086)",3,3,
