"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUALGAYOC (000)",34642,94674,82698,,1519,87.4,1.6
"De 12 a 14 años (001)",3432,13,13,,4,100,30.8
"De 15 a 19 años (002)",4822,669,655,219,97.9,32.7,
"De 20 a 24 años (003)",4472,3202,3134,396,97.9,12.4,
"De 25 a 29 años (004)",3733,5361,5174,352,96.5,6.6,
"De 30 a 34 años (005)",3260,7207,6859,252,95.2,3.5,
"De 35 a 39 años (006)",2978,9327,8775,186,94.1,2,
"De 40 a 44 años (007)",2464,10263,9406,93,91.6,0.9,
"De 45 a 49 años (008)",2034,10051,9007,17,89.6,0.2,
"De 50 y más años (009)",7447,48581,39675,,81.7,,
"PEA (010)",19506,57925,50423,920,87,1.6,
"De 12 a 14 años (011)",446,8,8,3,100,37.5,
"De 15 a 19 años (012)",2278,383,378,117,98.7,30.5,
"De 20 a 24 años (013)",2934,2109,2061,232,97.7,11,
"De 25 a 29 años (014)",2577,3629,3490,220,96.2,6.1,
"De 30 a 34 años (015)",2256,4999,4722,159,94.5,3.2,
"De 35 a 39 años (016)",1982,6220,5802,124,93.3,2,
"De 40 a 44 años (017)",1622,6967,6320,54,90.7,0.8,
"De 45 a 49 años (018)",1340,6636,5903,11,89,0.2,
"De 50 y más años (019)",4071,26974,21739,,80.6,,
"Ocupada (020)",19298,57680,50198,917,87,1.6,
"De 12 a 14 años (021)",436,8,8,3,100,37.5,
"De 15 a 19 años (022)",2229,379,374,116,98.7,30.6,
"De 20 a 24 años (023)",2888,2091,2043,231,97.7,11,
"De 25 a 29 años (024)",2542,3608,3469,220,96.1,6.1,
"De 30 a 34 años (025)",2229,4951,4675,159,94.4,3.2,
"De 35 a 39 años (026)",1964,6170,5753,123,93.2,2,
"De 40 a 44 años (027)",1613,6938,6291,54,90.7,0.8,
"De 45 a 49 años (028)",1334,6619,5886,11,88.9,0.2,
"De 50 y más años (029)",4063,26916,21699,,80.6,,
"Desocupada (030)",208,245,225,3,91.8,1.2,
"De 12 a 14 años (031)",10,,,,,,
"De 15 a 19 años (032)",49,4,4,1,100,25,
"De 20 a 24 años (033)",46,18,18,1,100,5.6,
"De 25 a 29 años (034)",35,21,21,,100,,
"De 30 a 34 años (035)",27,48,47,,97.9,,
