"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUANCA SANCOS (000)",9211,2287,2271,2005,1693,955
"Hombres (001)",4463,1177,1145,969,787,385
"Mujeres (002)",4748,1110,1126,1036,906,570
"PEA (003)",3747,76,930,1325,1045,371
"Hombres (004)",2342,50,574,846,657,215
"Mujeres (005)",1405,26,356,479,388,156
"Ocupada (006)",3573,70,878,1253,1004,368
"Hombres (007)",2189,45,532,783,617,212
"Mujeres (008)",1384,25,346,470,387,156
"Desocupada (009)",174,6,52,72,41,3
"Hombres (010)",153,5,42,63,40,3
"Mujeres (011)",21,1,10,9,1,
"No PEA (012)",5464,2211,1341,680,648,584
"Hombres (013)",2121,1127,571,123,130,170
"Mujeres (014)",3343,1084,770,557,518,414
,,,,,,
"URBANA (018)",6240,1627,1515,1358,1095,645
"Hombres (019)",3025,850,775,649,497,254
"Mujeres (020)",3215,777,740,709,598,391
"PEA (021)",2416,51,605,902,646,212
"Hombres (022)",1511,35,377,569,410,120
"Mujeres (023)",905,16,228,333,236,92
"Ocupada (024)",2339,51,577,869,631,211
"Hombres (025)",1444,35,356,539,395,119
"Mujeres (026)",895,16,221,330,236,92
"Desocupada (027)",77,,28,33,15,1
"Hombres (028)",67,,21,30,15,1
"Mujeres (029)",10,,7,3,,
"No PEA (030)",3824,1576,910,456,449,433
"Hombres (031)",1514,815,398,80,87,134
"Mujeres (032)",2310,761,512,376,362,299
,,,,,,
"RURAL (036)",2971,660,756,647,598,310
"Hombres (037)",1438,327,370,320,290,131
"Mujeres (038)",1533,333,386,327,308,179
"PEA (039)",1331,25,325,423,399,159
"Hombres (040)",831,15,197,277,247,95
"Mujeres (041)",500,10,128,146,152,64
"Ocupada (042)",1234,19,301,384,373,157
"Hombres (043)",745,10,176,244,222,93
"Mujeres (044)",489,9,125,140,151,64
"Desocupada (045)",97,6,24,39,26,2
"Hombres (046)",86,5,21,33,25,2
"Mujeres (047)",11,1,3,6,1,
"No PEA (048)",1640,635,431,224,199,151
"Hombres (049)",607,312,173,43,43,36
"Mujeres (050)",1033,323,258,181,156,115
