"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia YAROWILCA",,,,,
"Viviendas particulares (001)",179,42,49,30,58
"Ocupantes presentes (002)",813,166,223,133,291
"Casa independiente",,,,,
"Viviendas particulares (004)",179,42,49,30,58
"Ocupantes presentes (005)",813,166,223,133,291
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",71,18,10,18,25
"Ocupantes presentes (029)",331,78,57,80,116
"Casa independiente",,,,,
"Viviendas particulares (031)",71,18,10,18,25
"Ocupantes presentes (032)",331,78,57,80,116
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",108,24,39,12,33
"Ocupantes presentes (056)",482,88,166,53,175
"Casa independiente",,,,,
"Viviendas particulares (058)",108,24,39,12,33
"Ocupantes presentes (059)",482,88,166,53,175
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
