"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia LAMAS (000)",37520,30019,7501
"De 3 a 5 años (001)",5510,317,5193
"De 6 a 11 años (002)",10821,9230,1591
"De 12 a 16 años (003)",9840,9592,248
"De 17 a 24 años (004)",11349,10880,469
"Hombres (005)",19479,15844,3635
"De 3 a 5 años (006)",2707,154,2553
"De 6 a 11 años (007)",5498,4705,793
"De 12 a 16 años (008)",5247,5131,116
"De 17 a 24 años (009)",6027,5854,173
"Mujeres (010)",18041,14175,3866
"De 3 a 5 años (011)",2803,163,2640
"De 6 a 11 años (012)",5323,4525,798
"De 12 a 16 años (013)",4593,4461,132
"De 17 a 24 años (014)",5322,5026,296
,,,
"URBANA (015)",16800,14061,2739
"De 3 a 5 años (016)",2230,188,2042
"De 6 a 11 años (017)",4551,4066,485
"De 12 a 16 años (018)",4833,4753,80
"De 17 a 24 años (019)",5186,5054,132
"Hombres (020)",8574,7238,1336
"De 3 a 5 años (021)",1099,98,1001
"De 6 a 11 años (022)",2295,2045,250
"De 12 a 16 años (023)",2488,2455,33
"De 17 a 24 años (024)",2692,2640,52
"Mujeres (025)",8226,6823,1403
"De 3 a 5 años (026)",1131,90,1041
"De 6 a 11 años (027)",2256,2021,235
"De 12 a 16 años (028)",2345,2298,47
"De 17 a 24 años (029)",2494,2414,80
,,,
"RURAL (030)",20720,15958,4762
"De 3 a 5 años (031)",3280,129,3151
"De 6 a 11 años (032)",6270,5164,1106
"De 12 a 16 años (033)",5007,4839,168
"De 17 a 24 años (034)",6163,5826,337
"Hombres (035)",10905,8606,2299
"De 3 a 5 años (036)",1608,56,1552
"De 6 a 11 años (037)",3203,2660,543
"De 12 a 16 años (038)",2759,2676,83
"De 17 a 24 años (039)",3335,3214,121
"Mujeres (040)",9815,7352,2463
"De 3 a 5 años (041)",1672,73,1599
"De 6 a 11 años (042)",3067,2504,563
"De 12 a 16 años (043)",2248,2163,85
"De 17 a 24 años (044)",2828,2612,216
