"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia EL DORADO (000)",13925,900,5215,4399,2744,667
"Agric., ganadería, caza y silvicultura (001)",11286,836,4290,3331,2248,581
"Pesca (002)",2,,,2,,
"Explotación de minas y canteras (003)",2,,1,,,1
"Industrias manufactureras (004)",156,5,48,55,42,6
"Suministro de electricidad, gas y agua (005)",9,,5,4,,
"Construcción (006)",156,1,51,64,34,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",542,9,169,223,118,23
"Venta, mant.y rep. veh.autom.y motoc. (008)",45,1,22,13,8,1
"Comercio al por mayor (009)",44,1,12,21,9,1
"Comercio al por menor (010)",453,7,135,189,101,21
"Hoteles y restaurantes (011)",172,4,60,61,38,9
"Trans., almac. y comunicaciones (012)",182,,94,67,20,1
"Intermediación financiera (013)",6,,4,1,1,
"Activid.inmobil., empres. y alquileres (014)",36,,11,20,5,
"Admin.pub. y defensa; p. segur.soc afil (015)",86,,29,39,18,
"Enseñanza (016)",405,,77,250,78,
"Servicios sociales y de salud (017)",71,,22,36,13,
"Otras activ. serv.comun.soc y personales (018)",57,,23,24,8,2
"Hogares privados con servicio doméstico (019)",275,22,128,76,41,8
"Actividad economica no especificada (021)",265,1,101,88,55,20
"Desocupado (022)",217,22,102,58,25,10
"Hombres (023)",10060,583,3801,3192,1991,493
"Agric., ganadería, caza y silvicultura (024)",8606,561,3305,2598,1694,448
"Pesca (025)",2,,,2,,
"Explotación de minas y canteras (026)",2,,1,,,1
"Industrias manufactureras (027)",116,4,38,39,30,5
"Suministro de electricidad, gas y agua (028)",9,,5,4,,
"Construcción (029)",152,1,50,62,33,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",284,3,86,114,68,13
"Venta, mant.y rep. veh.autom.y motoc. (031)",41,1,20,11,8,1
"Comercio al por mayor (032)",28,1,7,11,8,1
"Comercio al por menor (033)",215,1,59,92,52,11
"Hoteles y restaurantes (034)",24,,8,7,7,2
"Trans., almac. y comunicaciones (035)",172,,86,65,20,1
"Intermediación financiera (036)",4,,2,1,1,
"Activid.inmobil., empres. y alquileres (037)",26,,6,16,4,
"Admin.pub. y defensa; p. segur.soc afil (038)",67,,24,30,13,
"Enseñanza (039)",232,,40,136,56,
"Servicios sociales y de salud (040)",34,,7,17,10,
"Otras activ. serv.comun.soc y personales (041)",31,,17,9,4,1
