"CUADRO Nº 2: VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia CONDORCANQUI (000)",10120,1404,8716
"Casa independiente (001)",2402,1309,1093
"Departamento en edificio (002)",10,10,
"Vivienda en quinta (003)",14,14,
"Vivienda en casa de vecindad (004)",49,49,
"Choza o cabaña (005)",7619,,7619
"Vivienda improvisada (006)",21,21,
"Local no dest.para hab. humana (007)",3,1,2
"Otro tipo (008)",2,,2
