"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia ALTO AMAZONAS (000)",53424,39889,13535
"De 3 a 5 años (001)",9241,534,8707
"De 6 a 11 años (002)",16561,12857,3704
"De 12 a 16 años (003)",13692,13313,379
"De 17 a 24 años (004)",13930,13185,745
"Hombres (005)",27025,20436,6589
"De 3 a 5 años (006)",4732,277,4455
"De 6 a 11 años (007)",8377,6582,1795
"De 12 a 16 años (008)",7104,6950,154
"De 17 a 24 años (009)",6812,6627,185
"Mujeres (010)",26399,19453,6946
"De 3 a 5 años (011)",4509,257,4252
"De 6 a 11 años (012)",8184,6275,1909
"De 12 a 16 años (013)",6588,6363,225
"De 17 a 24 años (014)",7118,6558,560
,,,
"URBANA (015)",30902,25234,5668
"De 3 a 5 años (016)",4759,422,4337
"De 6 a 11 años (017)",8689,7594,1095
"De 12 a 16 años (018)",8766,8660,106
"De 17 a 24 años (019)",8688,8558,130
"Hombres (020)",15498,12567,2931
"De 3 a 5 años (021)",2476,221,2255
"De 6 a 11 años (022)",4402,3837,565
"De 12 a 16 años (023)",4420,4366,54
"De 17 a 24 años (024)",4200,4143,57
"Mujeres (025)",15404,12667,2737
"De 3 a 5 años (026)",2283,201,2082
"De 6 a 11 años (027)",4287,3757,530
"De 12 a 16 años (028)",4346,4294,52
"De 17 a 24 años (029)",4488,4415,73
,,,
"RURAL (030)",22522,14655,7867
"De 3 a 5 años (031)",4482,112,4370
"De 6 a 11 años (032)",7872,5263,2609
"De 12 a 16 años (033)",4926,4653,273
"De 17 a 24 años (034)",5242,4627,615
"Hombres (035)",11527,7869,3658
"De 3 a 5 años (036)",2256,56,2200
"De 6 a 11 años (037)",3975,2745,1230
"De 12 a 16 años (038)",2684,2584,100
"De 17 a 24 años (039)",2612,2484,128
"Mujeres (040)",10995,6786,4209
"De 3 a 5 años (041)",2226,56,2170
"De 6 a 11 años (042)",3897,2518,1379
"De 12 a 16 años (043)",2242,2069,173
"De 17 a 24 años (044)",2630,2143,487
