"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia SAN MARCOS (000)",37787,6365,6846,7101,6091,4326,7058
"Católica (001)",32306,5542,6077,6182,5216,3569,5720
"Cristiana/Evangélica (002)",4955,734,653,810,783,702,1273
"Otra (003)",174,20,34,26,29,23,42
"Ninguna (004)",352,69,82,83,63,32,23
"Hombres (006)",18832,3272,3455,3506,3060,2179,3360
"Católica (007)",16372,2904,3124,3100,2671,1815,2758
"Cristiana/Evangélica (008)",2165,328,264,334,343,330,566
"Otra (009)",91,11,16,15,12,11,26
"Ninguna (010)",204,29,51,57,34,23,10
"Mujeres (012)",18955,3093,3391,3595,3031,2147,3698
"Católica (013)",15934,2638,2953,3082,2545,1754,2962
"Cristiana/Evangélica (014)",2790,406,389,476,440,372,707
"Otra (015)",83,9,18,11,17,12,16
"Ninguna (016)",148,40,31,26,29,9,13
,,,,,,,
"URBANA (018)",9246,1357,1570,1798,1728,1087,1706
"Católica (019)",8035,1205,1388,1560,1544,923,1415
"Cristiana/Evangélica (020)",976,128,123,188,143,137,257
"Otra (021)",113,10,28,16,17,15,27
"Ninguna (022)",122,14,31,34,24,12,7
"Hombres (024)",4640,707,802,875,903,555,798
"Católica (025)",4047,638,709,760,812,474,654
"Cristiana/Evangélica (026)",452,54,57,83,71,65,122
"Otra (027)",61,8,12,11,5,8,17
"Ninguna (028)",80,7,24,21,15,8,5
"Mujeres (030)",4606,650,768,923,825,532,908
"Católica (031)",3988,567,679,800,732,449,761
"Cristiana/Evangélica (032)",524,74,66,105,72,72,135
"Otra (033)",52,2,16,5,12,7,10
"Ninguna (034)",42,7,7,13,9,4,2
,,,,,,,
"RURAL (036)",28541,5008,5276,5303,4363,3239,5352
"Católica (037)",24271,4337,4689,4622,3672,2646,4305
"Cristiana/Evangélica (038)",3979,606,530,622,640,565,1016
"Otra (039)",61,10,6,10,12,8,15
"Ninguna (040)",230,55,51,49,39,20,16
"Hombres (042)",14192,2565,2653,2631,2157,1624,2562
"Católica (043)",12325,2266,2415,2340,1859,1341,2104
"Cristiana/Evangélica (044)",1713,274,207,251,272,265,444
"Otra (045)",30,3,4,4,7,3,9
"Ninguna (046)",124,22,27,36,19,15,5
"Mujeres (048)",14349,2443,2623,2672,2206,1615,2790
"Católica (049)",11946,2071,2274,2282,1813,1305,2201
"Cristiana/Evangélica (050)",2266,332,323,371,368,300,572
"Otra (051)",31,7,2,6,5,5,6
"Ninguna (052)",106,33,24,13,20,5,11
