"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia CONDESUYOS",,,,,,,,
"Hogares (001)",5484,4215,2045,736,45,255,97,920
"Ocupantes presentes (002)",17146,14002,7244,2634,182,943,355,2016
"Casa independiente",,,,,,,,
"Hogares (004)",4273,3288,1811,635,44,247,88,687
"Ocupantes presentes (005)",13482,10990,6424,2326,181,913,316,1524
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",14,9,9,1,,1,,3
"Ocupantes presentes (011)",38,25,22,3,,5,,8
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",50,36,29,15,,1,5,8
"Ocupantes presentes (014)",127,95,94,39,,1,19,12
"Choza o cabaña",,,,,,,,
"Hogares (016)",1121,862,190,78,1,3,3,217
"Ocupantes presentes (017)",3440,2844,685,241,1,11,18,463
"Vivienda improvisada",,,,,,,,
"Hogares (019)",12,9,3,4,,2,,3
"Ocupantes presentes (020)",30,23,7,14,,11,,7
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",13,10,3,3,,1,1,2
"Ocupantes presentes (023)",26,22,12,11,,2,2,2
"Otro tipo",,,,,,,,
"Hogares (025)",1,1,,,,,,
"Ocupantes presentes (026)",3,3,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",2445,1950,1206,492,40,238,84,312
"Ocupantes presentes (029)",7555,6364,4117,1761,168,888,295,652
"Casa independiente",,,,,,,,
"Hogares (031)",2361,1891,1163,470,40,233,78,296
"Ocupantes presentes (032)",7350,6215,3990,1702,168,869,274,623
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",14,9,9,1,,1,,3
"Ocupantes presentes (038)",38,25,22,3,,5,,8
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",50,36,29,15,,1,5,8
"Ocupantes presentes (041)",127,95,94,39,,1,19,12
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",12,9,3,4,,2,,3
"Ocupantes presentes (047)",30,23,7,14,,11,,7
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",8,5,2,2,,1,1,2
"Ocupantes presentes (050)",10,6,4,3,,2,2,2
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",3039,2265,839,244,5,17,13,608
"Ocupantes presentes (056)",9591,7638,3127,873,14,55,60,1364
"Casa independiente",,,,,,,,
"Hogares (058)",1912,1397,648,165,4,14,10,391
"Ocupantes presentes (059)",6132,4775,2434,624,13,44,42,901
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",1121,862,190,78,1,3,3,217
"Ocupantes presentes (071)",3440,2844,685,241,1,11,18,463
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",5,5,1,1,,,,
"Ocupantes presentes (077)",16,16,8,8,,,,
"Otro tipo",,,,,,,,
"Hogares (079)",1,1,,,,,,
"Ocupantes presentes (080)",3,3,,,,,,
