"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia ICA (000)",96745,928,27571,29357,13733,5588,2267,540,81,,16680
"Conviviente (001)",27095,300,10204,9033,3151,1063,431,86,5,,2822
"Separado(a) (002)",7307,104,2416,2562,1056,454,172,43,6,,494
"Casado(a) (003)",38029,306,10516,13083,7229,2970,1113,281,41,,2490
"Viudo(a) (004)",6772,146,2500,2126,843,399,200,68,12,,478
"Divorciado(a) (005)",828,3,238,292,152,51,21,3,,,68
"Soltero(a) (006)",16714,69,1697,2261,1302,651,330,59,17,,10328
,,,,,,,,,,,
"URBANA (008)",88690,822,24730,26892,12875,5276,2143,498,69,,15385
"Conviviente (009)",24433,268,9105,8164,2892,980,394,74,2,,2554
"Separado(a) (010)",6693,92,2200,2348,970,425,159,37,6,,456
"Casado(a) (011)",34994,264,9336,12041,6853,2830,1057,263,35,,2315
"Viudo(a) (012)",6200,130,2262,1939,785,373,194,67,11,,439
"Divorciado(a) (013)",807,3,232,285,149,51,21,3,,,63
"Soltero(a) (014)",15563,65,1595,2115,1226,617,318,54,15,,9558
,,,,,,,,,,,
"RURAL (016)",8055,106,2841,2465,858,312,124,42,12,,1295
"Conviviente (017)",2662,32,1099,869,259,83,37,12,3,,268
"Separado(a) (018)",614,12,216,214,86,29,13,6,,,38
"Casado(a) (019)",3035,42,1180,1042,376,140,56,18,6,,175
"Viudo(a) (020)",572,16,238,187,58,26,6,1,1,,39
"Divorciado(a) (021)",21,,6,7,3,,,,,,5
"Soltero(a) (022)",1151,4,102,146,76,34,12,5,2,,770
