"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia FERREÑAFE (000)",25116,165,574,1465,2537,4885,8830,6660
"De 12 a 14 años (001)",47,,,,,,4,43
"De 15 a 19 años (002)",778,,,,,,460,318
"De 20 a 24 años (003)",2668,,,,,3,1575,1090
"De 25 a 29 años (004)",3175,,,,,126,2035,1014
"De 30 a 34 años (005)",3099,,,,,431,1932,736
"De 35 a 39 años (006)",3074,,,,27,926,1514,607
"De 40 a 44 años (007)",2684,,,1,147,1119,867,550
"De 45 a 49 años (008)",2247,,,10,420,1046,352,419
"De 50 y más años (009)",7344,165,574,1454,1943,1234,91,1883
"PEA (010)",6070,9,35,181,510,1408,1998,1929
"De 12 a 14 años (011)",6,,,,,,,6
"De 15 a 19 años (012)",88,,,,,,50,38
"De 20 a 24 años (013)",541,,,,,1,265,275
"De 25 a 29 años (014)",831,,,,,36,412,383
"De 30 a 34 años (015)",902,,,,,136,476,290
"De 35 a 39 años (016)",961,,,,10,304,412,235
"De 40 a 44 años (017)",799,,,,40,317,257,185
"De 45 a 49 años (018)",650,,,3,109,288,105,145
"De 50 y más años (019)",1292,9,35,178,351,326,21,372
"Ocupada (020)",5799,9,34,180,499,1371,1913,1793
"De 12 a 14 años (021)",6,,,,,,,6
"De 15 a 19 años (022)",76,,,,,,42,34
"De 20 a 24 años (023)",491,,,,,,252,239
"De 25 a 29 años (024)",761,,,,,33,390,338
"De 30 a 34 años (025)",853,,,,,135,450,268
"De 35 a 39 años (026)",924,,,,9,292,402,221
"De 40 a 44 años (027)",775,,,,40,307,252,176
"De 45 a 49 años (028)",636,,,3,105,282,104,142
"De 50 y más años (029)",1277,9,34,177,345,322,21,369
"Desocupada (030)",271,,1,1,11,37,85,136
"De 15 a 19 años (032)",12,,,,,,8,4
"De 20 a 24 años (033)",50,,,,,1,13,36
"De 25 a 29 años (034)",70,,,,,3,22,45
"De 30 a 34 años (035)",49,,,,,1,26,22
"De 35 a 39 años (036)",37,,,,1,12,10,14
"De 40 a 44 años (037)",24,,,,,10,5,9
"De 45 a 49 años (038)",14,,,,4,6,1,3
"De 50 y más años (039)",15,,1,1,6,4,,3
"No PEA (040)",19046,156,539,1284,2027,3477,6832,4731
"De 12 a 14 años (041)",41,,,,,,4,37
"De 15 a 19 años (042)",690,,,,,,410,280
"De 20 a 24 años (043)",2127,,,,,2,1310,815
"De 25 a 29 años (044)",2344,,,,,90,1623,631
"De 30 a 34 años (045)",2197,,,,,295,1456,446
"De 35 a 39 años (046)",2113,,,,17,622,1102,372
"De 40 a 44 años (047)",1885,,,1,107,802,610,365
