"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia YUNGAY (000)",17512,344,5799,5762,4094,1513
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",49,,7,24,16,2
"Profes., científicos e intelectuales (002)",1032,,197,622,206,7
"Técnicos de nivel medio y trab.asimilados (003)",276,1,94,113,61,7
"Jefes y empleados de oficina (004)",234,,94,87,52,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1132,5,302,412,313,100
"Agricult.trabaj. calif. agrop. y pesqueros (006)",7330,20,1720,2412,2153,1025
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",594,4,257,179,122,32
"Obreros construc., conf., papel, fab., instr. (008)",694,1,255,269,150,19
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",5059,284,2331,1317,867,260
"Otra (010)",39,,10,23,6,
"Ocupación no especificada (011)",207,1,68,69,45,24
"Desocupado (012)",866,28,464,235,103,36
"Hombres (013)",13494,241,4477,4349,3218,1209
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",36,,2,18,15,1
"Profes., científicos e intelectuales (015)",554,,92,321,135,6
"Técnicos de nivel medio y trab.asimilados (016)",156,1,56,65,31,3
"Jefes y empleados de oficina (017)",105,,35,38,32,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",400,,124,139,99,38
"Agricult.trabaj. calif. agrop. y pesqueros (019)",6744,18,1610,2239,1971,906
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",509,4,212,153,110,30
"Obreros construc., conf., papel, fab., instr. (021)",677,1,248,262,148,18
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",3570,199,1753,881,570,167
"Otra (023)",38,,9,23,6,
"Ocupación no especificada (024)",48,,20,14,9,5
"Desocupado (025)",657,18,316,196,92,35
"Mujeres (026)",4018,103,1322,1413,876,304
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",13,,5,6,1,1
"Profes., científicos e intelectuales (028)",478,,105,301,71,1
"Técnicos de nivel medio y trab.asimilados (029)",120,,38,48,30,4
"Jefes y empleados de oficina (030)",129,,59,49,20,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",732,5,178,273,214,62
"Agricult.trabaj. calif. agrop. y pesqueros (032)",586,2,110,173,182,119
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",85,,45,26,12,2
