"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia PAUCARTAMBO",,,,,,,,,
"Hogares (001)",11416,146,47,55,37,24,26,17,11064
"Ocupantes presentes (002)",45494,467,135,173,139,109,119,115,44237
"Casa independiente",,,,,,,,,
"Hogares (004)",9811,131,46,47,35,20,25,12,9495
"Ocupantes presentes (005)",39364,437,129,151,127,92,113,86,38229
"Departamento en edificio",,,,,,,,,
"Hogares (007)",2,,,,,,,,2
"Ocupantes presentes (008)",3,,,,,,,,3
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",20,1,,1,,,1,,17
"Ocupantes presentes (011)",50,1,,3,,,6,,40
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",315,9,,5,2,3,,3,293
"Ocupantes presentes (014)",1050,19,,15,12,13,,13,978
"Choza o cabaña",,,,,,,,,
"Hogares (016)",1243,5,1,2,,1,,2,1232
"Ocupantes presentes (017)",4954,10,6,4,,4,,16,4914
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",5,,,,,,,,5
"Ocupantes presentes (020)",13,,,,,,,,13
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",15,,,,,,,,15
"Ocupantes presentes (023)",53,,,,,,,,53
"Otro tipo",,,,,,,,,
"Hogares (025)",5,,,,,,,,5
"Ocupantes presentes (026)",7,,,,,,,,7
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",2238,78,29,31,22,14,18,12,2034
"Ocupantes presentes (029)",8163,217,79,96,83,60,84,77,7467
"Casa independiente",,,,,,,,,
"Hogares (031)",1890,68,29,25,20,11,17,9,1711
"Ocupantes presentes (032)",7023,197,79,78,71,47,78,64,6409
"Departamento en edificio",,,,,,,,,
"Hogares (034)",2,,,,,,,,2
"Ocupantes presentes (035)",3,,,,,,,,3
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",20,1,,1,,,1,,17
"Ocupantes presentes (038)",50,1,,3,,,6,,40
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",315,9,,5,2,3,,3,293
"Ocupantes presentes (041)",1050,19,,15,12,13,,13,978
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",5,,,,,,,,5
"Ocupantes presentes (047)",13,,,,,,,,13
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",6,,,,,,,,6
"Ocupantes presentes (050)",24,,,,,,,,24
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",9178,68,18,24,15,10,8,5,9030
"Ocupantes presentes (056)",37331,250,56,77,56,49,35,38,36770
"Casa independiente",,,,,,,,,
"Hogares (058)",7921,63,17,22,15,9,8,3,7784
"Ocupantes presentes (059)",32341,240,50,73,56,45,35,22,31820
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",1243,5,1,2,,1,,2,1232
"Ocupantes presentes (071)",4954,10,6,4,,4,,16,4914
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",9,,,,,,,,9
"Ocupantes presentes (077)",29,,,,,,,,29
"Otro tipo",,,,,,,,,
"Hogares (079)",5,,,,,,,,5
"Ocupantes presentes (080)",7,,,,,,,,7
