"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia UCAYALI (000)",693,182,511
"Sin nivel (001)",27,3,24
"Primaria (003)",269,70,199
"Secundaria (004)",326,92,234
"Superior no univ. incompleta (005)",18,5,13
"Superior no univ. completa (006)",30,9,21
"Superior univ. incompleta (007)",6,,6
"Superior univ. completa (008)",17,3,14
"De 14 a 29 años (010)",335,127,208
"Sin nivel (011)",5,1,4
"Primaria (013)",99,44,55
"Secundaria (014)",191,67,124
"Superior no univ. incompleta (015)",11,3,8
"Superior no univ. completa (016)",17,9,8
"Superior univ. incompleta (017)",4,,4
"Superior univ. completa (018)",8,3,5
"De 30 a 44 años (020)",217,45,172
"Sin nivel (021)",6,2,4
"Primaria (023)",85,19,66
"Secundaria (024)",102,22,80
"Superior no univ. incompleta (025)",6,2,4
"Superior no univ. completa (026)",12,,12
"Superior univ. incompleta (027)",1,,1
"Superior univ. completa (028)",5,,5
"De 45 a 64 años (030)",106,10,96
"Sin nivel (031)",11,,11
"Primaria (033)",62,7,55
"Secundaria (034)",27,3,24
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",1,,1
"Superior univ. completa (038)",4,,4
"De 65 y más años (040)",35,,35
"Sin nivel (041)",5,,5
"Primaria (043)",23,,23
"Secundaria (044)",6,,6
"Superior univ. incompleta (047)",1,,1
,,,
"AREA URBANA (050)",430,110,320
"Sin nivel (051)",11,2,9
"Primaria (053)",132,31,101
"Secundaria (054)",226,62,164
"Superior no univ. incompleta (055)",13,4,9
"Superior no univ. completa (056)",26,8,18
"Superior univ. incompleta (057)",6,,6
"Superior univ. completa (058)",16,3,13
"De 14 a 29 años (060)",207,73,134
"Sin nivel (061)",3,1,2
"Primaria (063)",39,14,25
"Secundaria (064)",129,45,84
"Superior no univ. incompleta (065)",9,2,7
"Superior no univ. completa (066)",15,8,7
"Superior univ. incompleta (067)",4,,4
"Superior univ. completa (068)",8,3,5
"De 30 a 44 años (070)",134,28,106
"Sin nivel (071)",4,1,3
"Primaria (073)",41,10,31
"Secundaria (074)",71,15,56
"Superior no univ. incompleta (075)",3,2,1
"Superior no univ. completa (076)",10,,10
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",4,,4
"De 45 a 64 años (080)",67,9,58
"Sin nivel (081)",1,,1
"Primaria (083)",38,7,31
"Secundaria (084)",22,2,20
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",1,,1
"Superior univ. completa (088)",4,,4
"De 65 y más años (090)",22,,22
"Sin nivel (091)",3,,3
"Primaria (093)",14,,14
"Secundaria (094)",4,,4
"Superior univ. incompleta (097)",1,,1
,,,
"AREA RURAL (100)",263,72,191
"Sin nivel (101)",16,1,15
"Primaria (103)",137,39,98
"Secundaria (104)",100,30,70
"Superior no univ. incompleta (105)",5,1,4
"Superior no univ. completa (106)",4,1,3
"Superior univ. completa (108)",1,,1
"De 14 a 29 años (110)",128,54,74
"Sin nivel (111)",2,,2
"Primaria (113)",60,30,30
"Secundaria (114)",62,22,40
"Superior no univ. incompleta (115)",2,1,1
"Superior no univ. completa (116)",2,1,1
"De 30 a 44 años (120)",83,17,66
"Sin nivel (121)",2,1,1
"Primaria (123)",44,9,35
"Secundaria (124)",31,7,24
"Superior no univ. incompleta (125)",3,,3
"Superior no univ. completa (126)",2,,2
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",39,1,38
"Sin nivel (131)",10,,10
"Primaria (133)",24,,24
"Secundaria (134)",5,1,4
"De 65 y más años (140)",13,,13
"Sin nivel (141)",2,,2
"Primaria (143)",9,,9
"Secundaria (144)",2,,2
