"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUARMEY (000)",10485,386,8,2357,4514,626,906,511,1177
"Empleado (001)",2135,26,2,124,576,166,386,172,683
"Obrero (002)",2997,137,1,716,1524,154,203,125,137
"Trabajador independiente (003)",4534,182,5,1282,2041,254,271,187,312
"Empleador o patrono (004)",190,1,,49,67,12,27,9,25
"Trabajador familiar no remunerado (005)",533,33,,161,261,32,15,16,15
"Trabajador del hogar (006)",96,7,,25,45,8,4,2,5
"Hombres (008)",7547,225,7,1722,3519,425,551,377,721
"Empleado (009)",1214,8,1,78,374,91,182,109,371
"Obrero (010)",2543,96,1,567,1348,119,182,109,121
"Trabajador independiente (011)",3318,113,5,951,1548,190,166,140,205
"Empleador o patrono (012)",144,,,35,58,10,17,8,16
"Trabajador familiar no remunerado (013)",319,7,,88,187,15,3,11,8
"Trabajador del hogar (014)",9,1,,3,4,,1,,
"Mujeres (016)",2938,161,1,635,995,201,355,134,456
"Empleado (017)",921,18,1,46,202,75,204,63,312
"Obrero (018)",454,41,,149,176,35,21,16,16
"Trabajador independiente (019)",1216,69,,331,493,64,105,47,107
"Empleador o patrono (020)",46,1,,14,9,2,10,1,9
"Trabajador familiar no remunerado (021)",214,26,,73,74,17,12,5,7
"Trabajador del hogar (022)",87,6,,22,41,8,3,2,5
,,,,,,,,,
"URBANA (024)",7999,223,6,1424,3368,570,852,467,1089
"Empleado (025)",2016,22,2,114,546,160,371,168,633
"Obrero (026)",2127,83,,401,1084,138,187,113,121
"Trabajador independiente (027)",3326,99,4,766,1519,230,251,165,292
"Empleador o patrono (028)",165,1,,34,58,12,26,9,25
"Trabajador familiar no remunerado (029)",280,13,,88,121,22,13,10,13
"Trabajador del hogar (030)",85,5,,21,40,8,4,2,5
"Hombres (032)",5449,121,5,943,2485,380,512,338,665
"Empleado (033)",1151,7,1,70,354,88,177,107,347
"Obrero (034)",1794,56,,317,946,105,167,98,105
"Trabajador independiente (035)",2244,56,4,489,1069,169,148,119,190
"Empleador o patrono (036)",120,,,21,49,10,16,8,16
"Trabajador familiar no remunerado (037)",131,1,,43,63,8,3,6,7
"Trabajador del hogar (038)",9,1,,3,4,,1,,
"Mujeres (040)",2550,102,1,481,883,190,340,129,424
"Empleado (041)",865,15,1,44,192,72,194,61,286
"Obrero (042)",333,27,,84,138,33,20,15,16
"Trabajador independiente (043)",1082,43,,277,450,61,103,46,102
"Empleador o patrono (044)",45,1,,13,9,2,10,1,9
"Trabajador familiar no remunerado (045)",149,12,,45,58,14,10,4,6
"Trabajador del hogar (046)",76,4,,18,36,8,3,2,5
,,,,,,,,,
"RURAL (048)",2486,163,2,933,1146,56,54,44,88
"Empleado (049)",119,4,,10,30,6,15,4,50
"Obrero (050)",870,54,1,315,440,16,16,12,16
"Trabajador independiente (051)",1208,83,1,516,522,24,20,22,20
"Empleador o patrono (052)",25,,,15,9,,1,,
"Trabajador familiar no remunerado (053)",253,20,,73,140,10,2,6,2
"Trabajador del hogar (054)",11,2,,4,5,,,,
"Hombres (056)",2098,104,2,779,1034,45,39,39,56
"Empleado (057)",63,1,,8,20,3,5,2,24
"Obrero (058)",749,40,1,250,402,14,15,11,16
"Trabajador independiente (059)",1074,57,1,462,479,21,18,21,15
"Empleador o patrono (060)",24,,,14,9,,1,,
"Trabajador familiar no remunerado (061)",188,6,,45,124,7,,5,1
"Mujeres (064)",388,59,,154,112,11,15,5,32
"Empleado (065)",56,3,,2,10,3,10,2,26
"Obrero (066)",121,14,,65,38,2,1,1,
"Trabajador independiente (067)",134,26,,54,43,3,2,1,5
"Empleador o patrono (068)",1,,,1,,,,,
"Trabajador familiar no remunerado (069)",65,14,,28,16,3,2,1,1
"Trabajador del hogar (070)",11,2,,4,5,,,,
