"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia CHEPEN (000)",32047,27255,4792
"De 3 a 5 años (001)",4304,437,3867
"De 6 a 11 años (002)",8835,8272,563
"De 12 a 16 años (003)",8417,8313,104
"De 17 a 24 años (004)",10491,10233,258
"Hombres (005)",16318,13849,2469
"De 3 a 5 años (006)",2230,214,2016
"De 6 a 11 años (007)",4457,4161,296
"De 12 a 16 años (008)",4305,4258,47
"De 17 a 24 años (009)",5326,5216,110
"Mujeres (010)",15729,13406,2323
"De 3 a 5 años (011)",2074,223,1851
"De 6 a 11 años (012)",4378,4111,267
"De 12 a 16 años (013)",4112,4055,57
"De 17 a 24 años (014)",5165,5017,148
,,,
"URBANA (015)",25839,22099,3740
"De 3 a 5 años (016)",3416,362,3054
"De 6 a 11 años (017)",7066,6628,438
"De 12 a 16 años (018)",6874,6799,75
"De 17 a 24 años (019)",8483,8310,173
"Hombres (020)",13038,11112,1926
"De 3 a 5 años (021)",1766,179,1587
"De 6 a 11 años (022)",3542,3313,229
"De 12 a 16 años (023)",3475,3443,32
"De 17 a 24 años (024)",4255,4177,78
"Mujeres (025)",12801,10987,1814
"De 3 a 5 años (026)",1650,183,1467
"De 6 a 11 años (027)",3524,3315,209
"De 12 a 16 años (028)",3399,3356,43
"De 17 a 24 años (029)",4228,4133,95
,,,
"RURAL (030)",6208,5156,1052
"De 3 a 5 años (031)",888,75,813
"De 6 a 11 años (032)",1769,1644,125
"De 12 a 16 años (033)",1543,1514,29
"De 17 a 24 años (034)",2008,1923,85
"Hombres (035)",3280,2737,543
"De 3 a 5 años (036)",464,35,429
"De 6 a 11 años (037)",915,848,67
"De 12 a 16 años (038)",830,815,15
"De 17 a 24 años (039)",1071,1039,32
"Mujeres (040)",2928,2419,509
"De 3 a 5 años (041)",424,40,384
"De 6 a 11 años (042)",854,796,58
"De 12 a 16 años (043)",713,699,14
"De 17 a 24 años (044)",937,884,53
