"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia SAN PABLO",,,,,,,,,
"Viviendas particulares (001)",357,193,92,8,35,,1,1,27
"Ocupantes presentes (002)",1482,792,334,31,171,,8,4,142
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",354,191,91,8,35,,1,1,27
"Ocupantes presentes (005)",1472,787,329,31,171,,8,4,142
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",2,2,,,,,,,
"Ocupantes presentes (011)",5,5,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",1,,1,,,,,,
"Ocupantes presentes (014)",5,,5,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",49,24,13,5,6,,,,1
"Ocupantes presentes (029)",199,100,45,23,27,,,,4
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",46,22,12,5,6,,,,1
"Ocupantes presentes (032)",189,95,40,23,27,,,,4
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",2,2,,,,,,,
"Ocupantes presentes (038)",5,5,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",1,,1,,,,,,
"Ocupantes presentes (041)",5,,5,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",308,169,79,3,29,,1,1,26
"Ocupantes presentes (056)",1283,692,289,8,144,,8,4,138
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",308,169,79,3,29,,1,1,26
"Ocupantes presentes (059)",1283,692,289,8,144,,8,4,138
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
