"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia BELLAVISTA",,,,,,,
"Viviendas particulares (001)",11400,1433,261,212,8048,106,1340
"Ocupantes presentes (002)",48716,5575,1092,924,35333,484,5308
"Casa independiente",,,,,,,
"Viviendas particulares (004)",9538,1307,231,204,6941,81,774
"Ocupantes presentes (005)",41027,5176,1004,889,30521,380,3057
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",8,8,,,,,
"Ocupantes presentes (008)",33,33,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",141,104,20,,,,17
"Ocupantes presentes (011)",442,320,59,,,,63
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",32,9,10,,,,13
"Ocupantes presentes (014)",94,32,29,,,,33
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1634,1,,6,1079,25,523
"Ocupantes presentes (017)",6941,2,,27,4711,104,2097
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",26,1,,2,15,,8
"Ocupantes presentes (020)",109,5,,8,62,,34
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",16,3,,,11,,2
"Ocupantes presentes (023)",57,7,,,37,,13
"Otro tipo",,,,,,,
"Viviendas particulares (025)",5,,,,2,,3
"Ocupantes presentes (026)",13,,,,2,,11
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",6261,1429,259,195,4007,34,337
"Ocupantes presentes (029)",26604,5557,1082,849,17712,146,1258
"Casa independiente",,,,,,,
"Viviendas particulares (031)",6042,1304,229,193,3986,34,296
"Ocupantes presentes (032)",25883,5160,994,841,17634,146,1108
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",8,8,,,,,
"Ocupantes presentes (035)",33,33,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",141,104,20,,,,17
"Ocupantes presentes (038)",442,320,59,,,,63
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",32,9,10,,,,13
"Ocupantes presentes (041)",94,32,29,,,,33
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",26,1,,2,15,,8
"Ocupantes presentes (047)",109,5,,8,62,,34
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",8,3,,,4,,1
"Ocupantes presentes (050)",31,7,,,14,,10
"Otro tipo",,,,,,,
"Viviendas particulares (052)",4,,,,2,,2
"Ocupantes presentes (053)",12,,,,2,,10
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",5139,4,2,17,4041,72,1003
"Ocupantes presentes (056)",22112,18,10,75,17621,338,4050
"Casa independiente",,,,,,,
"Viviendas particulares (058)",3496,3,2,11,2955,47,478
"Ocupantes presentes (059)",15144,16,10,48,12887,234,1949
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1634,1,,6,1079,25,523
"Ocupantes presentes (071)",6941,2,,27,4711,104,2097
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",8,,,,7,,1
"Ocupantes presentes (077)",26,,,,23,,3
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,,,1
"Ocupantes presentes (080)",1,,,,,,1
